"poly","ring","x","y","st"
"17_21",1,25574,10207,"17"
"17_21",1,25570,10198,"17"
"17_21",1,25569,10186,"17"
"17_21",1,25575,10178,"17"
"17_21",1,25568,10179,"17"
"17_21",1,25564,10131,"17"
"17_21",1,25571,10130,"17"
"17_21",1,25562,10053,"17"
"17_21",1,25592,10050,"17"
"17_21",1,25590,10025,"17"
"17_21",1,25615,10001,"17"
"17_21",1,25636,9975,"17"
"17_21",1,25640,9963,"17"
"17_21",1,25640,9961,"17"
"17_21",1,25628,9981,"17"
"17_21",1,25600,9979,"17"
"17_21",1,25602,10007,"17"
"17_21",1,25576,10024,"17"
"17_21",1,25558,10025,"17"
"17_21",1,25558,10056,"17"
"17_21",1,25547,10025,"17"
"17_21",1,25560,9997,"17"
"17_21",1,25544,9984,"17"
"17_21",1,25539,9916,"17"
"17_21",1,25554,9916,"17"
"17_21",1,25581,9910,"17"
"17_21",1,25579,9882,"17"
"17_21",1,25531,9886,"17"
"17_21",1,25522,9873,"17"
"17_21",1,25520,9848,"17"
"17_21",1,25519,9832,"17"
"17_21",1,25513,9824,"17"
"17_21",1,25518,9813,"17"
"17_21",1,25521,9788,"17"
"17_21",1,25510,9786,"17"
"17_21",1,25507,9757,"17"
"17_21",1,25504,9729,"17"
"17_21",1,25508,9701,"17"
"17_21",1,25502,9702,"17"
"17_21",1,25501,9690,"17"
"17_21",1,25498,9680,"17"
"17_21",1,25493,9637,"17"
"17_21",1,25464,9620,"17"
"17_21",1,25434,9636,"17"
"17_21",1,25376,9632,"17"
"17_21",1,25377,9638,"17"
"17_21",1,25442,9644,"17"
"17_21",1,25470,9633,"17"
"17_21",1,25490,9656,"17"
"17_21",1,25501,9690,"17"
"17_21",1,25504,9729,"17"
"17_21",1,25498,9734,"17"
"17_21",1,25500,9758,"17"
"17_21",1,25507,9757,"17"
"17_21",1,25510,9793,"17"
"17_21",1,25489,9795,"17"
"17_21",1,25511,9800,"17"
"17_21",1,25513,9824,"17"
"17_21",1,25519,9840,"17"
"17_21",1,25503,9849,"17"
"17_21",1,25508,9863,"17"
"17_21",1,25530,9886,"17"
"17_21",1,25496,9888,"17"
"17_21",1,25497,9902,"17"
"17_21",1,25524,9901,"17"
"17_21",1,25533,9914,"17"
"17_21",1,25539,9999,"17"
"17_21",1,25534,10027,"17"
"17_21",1,25539,10049,"17"
"17_21",1,25560,10082,"17"
"17_21",1,25569,10186,"17"
"17_21",1,25570,10198,"17"
"17_21",1,25570,10200,"17"
"17_21",1,25576,10232,"17"
"17_21",1,25577,10235,"17"
"17_21",1,25580,10238,"17"
"17_21",1,25589,10243,"17"
"17_21",1,25595,10252,"17"
"17_21",1,25604,10355,"17"
"17_21",1,25602,10367,"17"
"17_21",1,25561,10370,"17"
"17_21",1,25504,10331,"17"
"17_21",1,25491,10317,"17"
"17_21",1,25459,10306,"17"
"17_21",1,25432,10311,"17"
"17_21",1,25403,10300,"17"
"17_21",1,25394,10297,"17"
"17_21",1,25392,10298,"17"
"17_21",1,25343,10302,"17"
"17_21",1,25290,10311,"17"
"17_21",1,25286,10305,"17"
"17_21",1,25256,10301,"17"
"17_21",1,25245,10310,"17"
"17_21",1,25210,10293,"17"
"17_21",1,25190,10275,"17"
"17_21",1,25213,10268,"17"
"17_21",1,25247,10283,"17"
"17_21",1,25253,10258,"17"
"17_21",1,25225,10269,"17"
"17_21",1,25216,10259,"17"
"17_21",1,25187,10274,"17"
"17_21",1,25171,10259,"17"
"17_21",1,25154,10282,"17"
"17_21",1,25152,10308,"17"
"17_21",1,25153,10279,"17"
"17_21",1,25174,10247,"17"
"17_21",1,25172,10245,"17"
"17_21",1,25172,10246,"17"
"17_21",1,25153,10234,"17"
"17_21",1,25148,10220,"17"
"17_21",1,25166,10212,"17"
"17_21",1,25165,10188,"17"
"17_21",1,25148,10143,"17"
"17_21",1,25155,10143,"17"
"17_21",1,25158,10145,"17"
"17_21",1,25162,10140,"17"
"17_21",1,25173,10137,"17"
"17_21",1,25177,10138,"17"
"17_21",1,25184,10119,"17"
"17_21",1,25195,10102,"17"
"17_21",1,25218,10072,"17"
"17_21",1,25225,10053,"17"
"17_21",1,25219,10071,"17"
"17_21",1,25195,10102,"17"
"17_21",1,25190,10109,"17"
"17_21",1,25181,10109,"17"
"17_21",1,25185,10117,"17"
"17_21",1,25181,10124,"17"
"17_21",1,25179,10133,"17"
"17_21",1,25168,10128,"17"
"17_21",1,25169,10138,"17"
"17_21",1,25160,10138,"17"
"17_21",1,25158,10142,"17"
"17_21",1,25146,10139,"17"
"17_21",1,25128,10144,"17"
"17_21",1,25127,10137,"17"
"17_21",1,25110,10166,"17"
"17_21",1,25109,10198,"17"
"17_21",1,25096,10201,"17"
"17_21",1,25016,10164,"17"
"17_21",1,24965,10136,"17"
"17_21",1,24964,10132,"17"
"17_21",1,24958,10132,"17"
"17_21",1,24937,10123,"17"
"17_21",1,24921,10114,"17"
"17_21",1,24916,10113,"17"
"17_21",1,24896,10115,"17"
"17_21",1,24896,10108,"17"
"17_21",1,24890,10109,"17"
"17_21",1,24891,10115,"17"
"17_21",1,24879,10116,"17"
"17_21",1,24877,10116,"17"
"17_21",1,24876,10109,"17"
"17_21",1,24860,10109,"17"
"17_21",1,24871,10095,"17"
"17_21",1,24823,10097,"17"
"17_21",1,24793,10091,"17"
"17_21",1,24800,10066,"17"
"17_21",1,24792,10086,"17"
"17_21",1,24748,10075,"17"
"17_21",1,24716,10076,"17"
"17_21",1,24713,10056,"17"
"17_21",1,24727,10051,"17"
"17_21",1,24724,10047,"17"
"17_21",1,24714,10054,"17"
"17_21",1,24709,10048,"17"
"17_21",1,24710,10076,"17"
"17_21",1,24685,10064,"17"
"17_21",1,24658,10062,"17"
"17_21",1,24657,10045,"17"
"17_21",1,24624,10047,"17"
"17_21",1,24624,10007,"17"
"17_21",1,24649,9965,"17"
"17_21",1,24629,9998,"17"
"17_21",1,24617,9994,"17"
"17_21",1,24615,9927,"17"
"17_21",1,24613,9913,"17"
"17_21",1,24605,9760,"17"
"17_21",1,24606,9746,"17"
"17_21",1,24605,9735,"17"
"17_21",1,24601,9715,"17"
"17_21",1,24598,9665,"17"
"17_21",1,24600,9629,"17"
"17_21",1,24598,9606,"17"
"17_21",1,24605,9606,"17"
"17_21",1,24598,9592,"17"
"17_21",1,24600,9578,"17"
"17_21",1,24595,9564,"17"
"17_21",1,24700,9558,"17"
"17_21",1,24734,9577,"17"
"17_21",1,24739,9579,"17"
"17_21",1,24743,9579,"17"
"17_21",1,24803,9577,"17"
"17_21",1,24811,9580,"17"
"17_21",1,24879,9582,"17"
"17_21",1,24867,9600,"17"
"17_21",1,24889,9586,"17"
"17_21",1,24932,9594,"17"
"17_21",1,24936,9602,"17"
"17_21",1,24963,9602,"17"
"17_21",1,24978,9613,"17"
"17_21",1,24985,9613,"17"
"17_21",1,25003,9611,"17"
"17_21",1,25022,9616,"17"
"17_21",1,25019,9610,"17"
"17_21",1,25018,9589,"17"
"17_21",1,25036,9589,"17"
"17_21",1,25045,9587,"17"
"17_21",1,25046,9608,"17"
"17_21",1,25071,9614,"17"
"17_21",1,25073,9596,"17"
"17_21",1,25072,9582,"17"
"17_21",1,25092,9578,"17"
"17_21",1,25127,9575,"17"
"17_21",1,25132,9581,"17"
"17_21",1,25138,9581,"17"
"17_21",1,25176,9578,"17"
"17_21",1,25211,9564,"17"
"17_21",1,25182,9572,"17"
"17_21",1,25158,9579,"17"
"17_21",1,25127,9570,"17"
"17_21",1,25127,9574,"17"
"17_21",1,25091,9577,"17"
"17_21",1,25072,9582,"17"
"17_21",1,25063,9586,"17"
"17_21",1,25047,9587,"17"
"17_21",1,25035,9589,"17"
"17_21",1,25021,9588,"17"
"17_21",1,24973,9592,"17"
"17_21",1,24986,9577,"17"
"17_21",1,24986,9572,"17"
"17_21",1,25025,9568,"17"
"17_21",1,25016,9564,"17"
"17_21",1,24998,9562,"17"
"17_21",1,24967,9561,"17"
"17_21",1,24965,9536,"17"
"17_21",1,24951,9527,"17"
"17_21",1,24988,9523,"17"
"17_21",1,25001,9499,"17"
"17_21",1,24942,9499,"17"
"17_21",1,24941,9488,"17"
"17_21",1,24943,9467,"17"
"17_21",1,24914,9476,"17"
"17_21",1,24919,9501,"17"
"17_21",1,24929,9510,"17"
"17_21",1,24932,9553,"17"
"17_21",1,24919,9553,"17"
"17_21",1,24918,9574,"17"
"17_21",1,24898,9576,"17"
"17_21",1,24859,9560,"17"
"17_21",1,24835,9578,"17"
"17_21",1,24818,9580,"17"
"17_21",1,24805,9577,"17"
"17_21",1,24770,9578,"17"
"17_21",1,24763,9574,"17"
"17_21",1,24735,9577,"17"
"17_21",1,24709,9560,"17"
"17_21",1,24700,9557,"17"
"17_21",1,24595,9564,"17"
"17_21",1,24587,9528,"17"
"17_21",1,24620,9528,"17"
"17_21",1,24601,9520,"17"
"17_21",1,24583,9524,"17"
"17_21",1,24581,9552,"17"
"17_21",1,24567,9547,"17"
"17_21",1,24546,9540,"17"
"17_21",1,24531,9552,"17"
"17_21",1,24487,9557,"17"
"17_21",1,24476,9552,"17"
"17_21",1,24456,9557,"17"
"17_21",1,24431,9552,"17"
"17_21",1,24416,9556,"17"
"17_21",1,24415,9555,"17"
"17_21",1,24404,9515,"17"
"17_21",1,24397,9533,"17"
"17_21",1,24380,9542,"17"
"17_21",1,24362,9560,"17"
"17_21",1,24380,9573,"17"
"17_21",1,24392,9587,"17"
"17_21",1,24408,9588,"17"
"17_21",1,24425,9572,"17"
"17_21",1,24425,9603,"17"
"17_21",1,24430,9600,"17"
"17_21",1,24450,9560,"17"
"17_21",1,24466,9555,"17"
"17_21",1,24474,9573,"17"
"17_21",1,24488,9558,"17"
"17_21",1,24510,9558,"17"
"17_21",1,24537,9552,"17"
"17_21",1,24551,9545,"17"
"17_21",1,24570,9562,"17"
"17_21",1,24589,9565,"17"
"17_21",1,24596,9578,"17"
"17_21",1,24599,9624,"17"
"17_21",1,24598,9668,"17"
"17_21",1,24601,9715,"17"
"17_21",1,24604,9732,"17"
"17_21",1,24592,9727,"17"
"17_21",1,24576,9727,"17"
"17_21",1,24579,9719,"17"
"17_21",1,24571,9738,"17"
"17_21",1,24598,9732,"17"
"17_21",1,24606,9746,"17"
"17_21",1,24605,9761,"17"
"17_21",1,24609,9829,"17"
"17_21",1,24588,9830,"17"
"17_21",1,24591,9872,"17"
"17_21",1,24609,9856,"17"
"17_21",1,24613,9918,"17"
"17_21",1,24607,9927,"17"
"17_21",1,24607,9976,"17"
"17_21",1,24574,10018,"17"
"17_21",1,24566,10048,"17"
"17_21",1,24553,10061,"17"
"17_21",1,24495,10074,"17"
"17_21",1,24481,10069,"17"
"17_21",1,24471,10073,"17"
"17_21",1,24470,10062,"17"
"17_21",1,24463,10062,"17"
"17_21",1,24464,10071,"17"
"17_21",1,24461,10070,"17"
"17_21",1,24459,10066,"17"
"17_21",1,24457,10070,"17"
"17_21",1,24451,10071,"17"
"17_21",1,24444,10069,"17"
"17_21",1,24438,10069,"17"
"17_21",1,24396,10063,"17"
"17_21",1,24386,10086,"17"
"17_21",1,24390,10078,"17"
"17_21",1,24396,10074,"17"
"17_21",1,24436,10077,"17"
"17_21",1,24436,10070,"17"
"17_21",1,24443,10069,"17"
"17_21",1,24447,10071,"17"
"17_21",1,24452,10071,"17"
"17_21",1,24459,10070,"17"
"17_21",1,24474,10076,"17"
"17_21",1,24482,10072,"17"
"17_21",1,24511,10076,"17"
"17_21",1,24527,10069,"17"
"17_21",1,24545,10072,"17"
"17_21",1,24565,10054,"17"
"17_21",1,24575,10017,"17"
"17_21",1,24592,10006,"17"
"17_21",1,24614,10004,"17"
"17_21",1,24621,10025,"17"
"17_21",1,24620,10046,"17"
"17_21",1,24627,10059,"17"
"17_21",1,24637,10064,"17"
"17_21",1,24636,10063,"17"
"17_21",1,24674,10064,"17"
"17_21",1,24700,10077,"17"
"17_21",1,24747,10075,"17"
"17_21",1,24803,10095,"17"
"17_21",1,24821,10112,"17"
"17_21",1,24860,10110,"17"
"17_21",1,24873,10115,"17"
"17_21",1,24877,10116,"17"
"17_21",1,24879,10116,"17"
"17_21",1,24891,10115,"17"
"17_21",1,24891,10122,"17"
"17_21",1,24898,10122,"17"
"17_21",1,24897,10115,"17"
"17_21",1,24921,10115,"17"
"17_21",1,24936,10123,"17"
"17_21",1,24963,10135,"17"
"17_21",1,24972,10142,"17"
"17_21",1,25016,10165,"17"
"17_21",1,25108,10206,"17"
"17_21",1,25107,10225,"17"
"17_21",1,25111,10270,"17"
"17_21",1,25115,10273,"17"
"17_21",1,25126,10282,"17"
"17_21",1,25130,10313,"17"
"17_21",2,25535,11030,"17"
"17_21",2,25543,11054,"17"
"17_21",2,25512,11054,"17"
"17_21",2,25510,11033,"17"
"17_21",2,25535,11030,"17"
"17_21",3,26162,11321,"17"
"17_21",3,26149,11312,"17"
"17_21",3,26160,11269,"17"
"17_21",3,26172,11268,"17"
"17_21",3,26179,11319,"17"
"17_21",3,26162,11321,"17"
"17_21",4,25796,12429,"17"
"17_21",4,25796,12450,"17"
"17_21",4,25796,12486,"17"
"17_21",4,25759,12467,"17"
"17_21",4,25746,12465,"17"
"17_21",4,25705,12468,"17"
"17_21",4,25666,12447,"17"
"17_21",4,25641,12447,"17"
"17_21",4,25637,12412,"17"
"17_21",4,25648,12400,"17"
"17_21",4,25681,12389,"17"
"17_21",4,25648,12392,"17"
"17_21",4,25635,12410,"17"
"17_21",4,25633,12447,"17"
"17_21",4,25585,12450,"17"
"17_21",4,25585,12443,"17"
"17_21",4,25555,12444,"17"
"17_21",4,25555,12451,"17"
"17_21",4,25510,12454,"17"
"17_21",4,25474,12454,"17"
"17_21",4,25416,12428,"17"
"17_21",4,25371,12422,"17"
"17_21",4,25359,12400,"17"
"17_21",4,25337,12402,"17"
"17_21",4,25322,12382,"17"
"17_21",4,25321,12360,"17"
"17_21",4,25297,12360,"17"
"17_21",4,25280,12355,"17"
"17_21",4,25252,12350,"17"
"17_21",4,25224,12337,"17"
"17_21",4,25208,12328,"17"
"17_21",4,25172,12323,"17"
"17_21",4,25149,12323,"17"
"17_21",4,25138,12307,"17"
"17_21",4,25101,12306,"17"
"17_21",4,25097,12289,"17"
"17_21",4,25097,12305,"17"
"17_21",4,25057,12305,"17"
"17_21",4,25035,12279,"17"
"17_21",4,25021,12277,"17"
"17_21",4,24991,12285,"17"
"17_21",4,24957,12267,"17"
"17_21",4,24962,12249,"17"
"17_21",4,24987,12245,"17"
"17_21",4,24977,12217,"17"
"17_21",4,24988,12210,"17"
"17_21",4,25002,12191,"17"
"17_21",4,25007,12187,"17"
"17_21",4,25024,12180,"17"
"17_21",4,25043,12176,"17"
"17_21",4,25060,12169,"17"
"17_21",4,25063,12138,"17"
"17_21",4,25087,12130,"17"
"17_21",4,25100,12129,"17"
"17_21",4,25118,12123,"17"
"17_21",4,25128,12120,"17"
"17_21",4,25141,12120,"17"
"17_21",4,25150,12119,"17"
"17_21",4,25169,12114,"17"
"17_21",4,25174,12112,"17"
"17_21",4,25180,12107,"17"
"17_21",4,25187,12097,"17"
"17_21",4,25210,12092,"17"
"17_21",4,25210,12120,"17"
"17_21",4,25218,12092,"17"
"17_21",4,25265,12088,"17"
"17_21",4,25306,12060,"17"
"17_21",4,25324,12053,"17"
"17_21",4,25325,12043,"17"
"17_21",4,25370,12041,"17"
"17_21",4,25383,12022,"17"
"17_21",4,25426,12004,"17"
"17_21",4,25444,11992,"17"
"17_21",4,25477,11983,"17"
"17_21",4,25517,11948,"17"
"17_21",4,25543,11941,"17"
"17_21",4,25550,11924,"17"
"17_21",4,25603,11896,"17"
"17_21",4,25617,11893,"17"
"17_21",4,25632,11876,"17"
"17_21",4,25646,11877,"17"
"17_21",4,25655,11897,"17"
"17_21",4,25641,11927,"17"
"17_21",4,25620,11935,"17"
"17_21",4,25612,11977,"17"
"17_21",4,25624,11980,"17"
"17_21",4,25643,11944,"17"
"17_21",4,25673,11932,"17"
"17_21",4,25670,11890,"17"
"17_21",4,25697,11875,"17"
"17_21",4,25725,11874,"17"
"17_21",4,25804,11839,"17"
"17_21",4,25820,11843,"17"
"17_21",4,25827,11828,"17"
"17_21",4,25932,11778,"17"
"17_21",4,26011,11739,"17"
"17_21",4,26018,11738,"17"
"17_21",4,26017,11783,"17"
"17_21",4,26020,11824,"17"
"17_21",4,26000,11846,"17"
"17_21",4,25988,11869,"17"
"17_21",4,25979,11884,"17"
"17_21",4,25952,11914,"17"
"17_21",4,25929,11935,"17"
"17_21",4,25904,11920,"17"
"17_21",4,25865,11924,"17"
"17_21",4,25839,11940,"17"
"17_21",4,25901,11937,"17"
"17_21",4,25903,11969,"17"
"17_21",4,25889,11970,"17"
"17_21",4,25890,11982,"17"
"17_21",4,25870,11994,"17"
"17_21",4,25857,12009,"17"
"17_21",4,25792,12014,"17"
"17_21",4,25793,12000,"17"
"17_21",4,25772,12002,"17"
"17_21",4,25772,12033,"17"
"17_21",4,25789,12046,"17"
"17_21",4,25776,12049,"17"
"17_21",4,25783,12061,"17"
"17_21",4,25780,12075,"17"
"17_21",4,25808,12072,"17"
"17_21",4,25808,12085,"17"
"17_21",4,25761,12148,"17"
"17_21",4,25757,12171,"17"
"17_21",4,25768,12243,"17"
"17_21",4,25767,12249,"17"
"17_21",4,25772,12249,"17"
"17_21",4,25775,12296,"17"
"17_21",4,25781,12320,"17"
"17_21",4,25784,12362,"17"
"17_21",4,25794,12400,"17"
"17_21",4,25788,12408,"17"
"17_21",4,25796,12429,"17"
"17_21",5,25789,12046,"17"
"17_21",5,25791,12022,"17"
"17_21",5,25829,12035,"17"
"17_21",5,25819,12057,"17"
"17_21",5,25791,12067,"17"
"17_21",5,25789,12046,"17"
"17_21",6,26189,11126,"17"
"17_21",6,26179,11095,"17"
"17_21",6,26183,11084,"17"
"17_21",6,26212,11081,"17"
"17_21",6,26214,11095,"17"
"17_21",6,26187,11112,"17"
"17_21",6,26189,11126,"17"
"17_21",7,26292,10250,"17"
"17_21",7,26294,10208,"17"
"17_21",7,26303,10207,"17"
"17_21",7,26292,10250,"17"
"17_21",8,26362,10207,"17"
"17_21",8,26350,10221,"17"
"17_21",8,26353,10249,"17"
"17_21",8,26320,10253,"17"
"17_21",8,26321,10210,"17"
"17_21",8,26362,10207,"17"
"17_21",9,26287,10095,"17"
"17_21",9,26289,10109,"17"
"17_21",9,26277,10124,"17"
"17_21",9,26267,10112,"17"
"17_21",9,26264,10098,"17"
"17_21",9,26287,10095,"17"
"17_21",10,25853,10598,"17"
"17_21",10,25869,10613,"17"
"17_21",10,25886,10616,"17"
"17_21",10,25907,10643,"17"
"17_21",10,25915,10636,"17"
"17_21",10,25951,10640,"17"
"17_21",10,25977,10649,"17"
"17_21",10,25965,10662,"17"
"17_21",10,25967,10695,"17"
"17_21",10,25988,10660,"17"
"17_21",10,26005,10658,"17"
"17_21",10,26054,10669,"17"
"17_21",10,26074,10666,"17"
"17_21",10,26129,10684,"17"
"17_21",10,26150,10708,"17"
"17_21",10,26141,10732,"17"
"17_21",10,26120,10733,"17"
"17_21",10,26118,10712,"17"
"17_21",10,26144,10710,"17"
"17_21",10,26110,10695,"17"
"17_21",10,26112,10685,"17"
"17_21",10,26103,10679,"17"
"17_21",10,26104,10692,"17"
"17_21",10,26097,10689,"17"
"17_21",10,26104,10692,"17"
"17_21",10,26107,10727,"17"
"17_21",10,26110,10734,"17"
"17_21",10,26075,10737,"17"
"17_21",10,26078,10716,"17"
"17_21",10,26051,10718,"17"
"17_21",10,26052,10735,"17"
"17_21",10,26029,10741,"17"
"17_21",10,26026,10741,"17"
"17_21",10,26022,10743,"17"
"17_21",10,26012,10749,"17"
"17_21",10,26007,10757,"17"
"17_21",10,26000,10758,"17"
"17_21",10,25960,10809,"17"
"17_21",10,25952,10774,"17"
"17_21",10,25958,10768,"17"
"17_21",10,25947,10769,"17"
"17_21",10,25953,10746,"17"
"17_21",10,25944,10727,"17"
"17_21",10,25942,10699,"17"
"17_21",10,25954,10698,"17"
"17_21",10,25941,10681,"17"
"17_21",10,25924,10694,"17"
"17_21",10,25915,10701,"17"
"17_21",10,25913,10729,"17"
"17_21",10,25919,10764,"17"
"17_21",10,25931,10782,"17"
"17_21",10,25949,10790,"17"
"17_21",10,25948,10818,"17"
"17_21",10,25928,10835,"17"
"17_21",10,25870,10847,"17"
"17_21",10,25869,10836,"17"
"17_21",10,25867,10848,"17"
"17_21",10,25843,10854,"17"
"17_21",10,25828,10848,"17"
"17_21",10,25813,10860,"17"
"17_21",10,25809,10866,"17"
"17_21",10,25800,10890,"17"
"17_21",10,25786,10904,"17"
"17_21",10,25765,10944,"17"
"17_21",10,25748,10962,"17"
"17_21",10,25741,10947,"17"
"17_21",10,25728,10967,"17"
"17_21",10,25698,10971,"17"
"17_21",10,25683,10958,"17"
"17_21",10,25675,10862,"17"
"17_21",10,25668,10851,"17"
"17_21",10,25662,10766,"17"
"17_21",10,25656,10738,"17"
"17_21",10,25651,10727,"17"
"17_21",10,25662,10699,"17"
"17_21",10,25656,10667,"17"
"17_21",10,25645,10655,"17"
"17_21",10,25639,10590,"17"
"17_21",10,25631,10589,"17"
"17_21",10,25621,10467,"17"
"17_21",10,25639,10468,"17"
"17_21",10,25653,10478,"17"
"17_21",10,25692,10498,"17"
"17_21",10,25704,10522,"17"
"17_21",10,25711,10507,"17"
"17_21",10,25787,10546,"17"
"17_21",10,25793,10556,"17"
"17_21",10,25815,10578,"17"
"17_21",10,25790,10603,"17"
"17_21",10,25809,10601,"17"
"17_21",10,25808,10591,"17"
"17_21",10,25843,10592,"17"
"17_21",10,25853,10598,"17"
"17_21",11,25618,10444,"17"
"17_21",11,25602,10454,"17"
"17_21",11,25599,10456,"17"
"17_21",11,25601,10454,"17"
"17_21",11,25590,10439,"17"
"17_21",11,25606,10426,"17"
"17_21",11,25606,10423,"17"
"17_21",11,25589,10403,"17"
"17_21",11,25590,10371,"17"
"17_21",11,25640,10366,"17"
"17_21",11,25646,10428,"17"
"17_21",11,25626,10442,"17"
"17_21",11,25618,10444,"17"
"17_21",12,25152,10308,"17"
"17_21",12,25161,10291,"17"
"17_21",12,25188,10277,"17"
"17_21",12,25215,10305,"17"
"17_21",12,25162,10311,"17"
"17_21",12,25162,10305,"17"
"17_21",12,25152,10308,"17"
"17_21",13,24951,9527,"17"
"17_21",13,24930,9510,"17"
"17_21",13,24949,9502,"17"
"17_21",13,24951,9527,"17"
"17_21",14,25115,10273,"17"
"17_21",14,25116,10266,"17"
"17_21",14,25111,10266,"17"
"17_21",14,25107,10225,"17"
"17_21",14,25112,10207,"17"
"17_21",14,25138,10209,"17"
"17_21",14,25148,10218,"17"
"17_21",14,25145,10241,"17"
"17_21",14,25167,10249,"17"
"17_21",14,25160,10260,"17"
"17_21",14,25147,10276,"17"
"17_21",14,25141,10281,"17"
"17_21",14,25115,10273,"17"
"17_21",15,24938,12232,"17"
"17_21",15,24941,12267,"17"
"17_21",15,24919,12271,"17"
"17_21",15,24907,12255,"17"
"17_21",15,24920,12233,"17"
"17_21",15,24938,12232,"17"
"17_21",16,25266,10321,"17"
"17_21",16,25290,10311,"17"
"17_21",16,25405,10303,"17"
"17_21",16,25417,10307,"17"
"17_21",16,25436,10312,"17"
"17_21",16,25466,10311,"17"
"17_21",16,25492,10329,"17"
"17_21",16,25546,10368,"17"
"17_21",16,25547,10387,"17"
"17_21",16,25564,10378,"17"
"17_21",16,25567,10413,"17"
"17_21",16,25575,10420,"17"
"17_21",16,25581,10421,"17"
"17_21",16,25580,10448,"17"
"17_21",16,25596,10453,"17"
"17_21",16,25586,10479,"17"
"17_21",16,25536,10544,"17"
"17_21",16,25522,10538,"17"
"17_21",16,25508,10517,"17"
"17_21",16,25499,10525,"17"
"17_21",16,25498,10561,"17"
"17_21",16,25503,10598,"17"
"17_21",16,25469,10627,"17"
"17_21",16,25459,10648,"17"
"17_21",16,25437,10651,"17"
"17_21",16,25434,10679,"17"
"17_21",16,25413,10682,"17"
"17_21",16,25395,10669,"17"
"17_21",16,25385,10691,"17"
"17_21",16,25428,10687,"17"
"17_21",16,25401,10723,"17"
"17_21",16,25358,10732,"17"
"17_21",16,25351,10722,"17"
"17_21",16,25330,10696,"17"
"17_21",16,25363,10705,"17"
"17_21",16,25366,10692,"17"
"17_21",16,25344,10694,"17"
"17_21",16,25324,10688,"17"
"17_21",16,25303,10698,"17"
"17_21",16,25304,10670,"17"
"17_21",16,25313,10653,"17"
"17_21",16,25299,10655,"17"
"17_21",16,25297,10628,"17"
"17_21",16,25311,10627,"17"
"17_21",16,25311,10601,"17"
"17_21",16,25293,10593,"17"
"17_21",16,25286,10506,"17"
"17_21",16,25275,10484,"17"
"17_21",16,25268,10419,"17"
"17_21",16,25263,10392,"17"
"17_21",16,25273,10377,"17"
"17_21",16,25261,10378,"17"
"17_21",16,25259,10343,"17"
"17_21",16,25264,10322,"17"
"17_21",16,25263,10316,"17"
"17_21",16,25266,10321,"17"
"17_21",17,25351,10722,"17"
"17_21",17,25335,10734,"17"
"17_21",17,25305,10705,"17"
"17_21",17,25331,10697,"17"
"17_21",17,25351,10722,"17"
"17_21",18,26263,10366,"17"
"17_21",18,26269,10347,"17"
"17_21",18,26269,10332,"17"
"17_21",18,26281,10310,"17"
"17_21",18,26282,10280,"17"
"17_21",18,26291,10279,"17"
"17_21",18,26268,10378,"17"
"17_21",18,26263,10366,"17"
"17_21",19,26183,10664,"17"
"17_21",19,26195,10645,"17"
"17_21",19,26207,10646,"17"
"17_21",19,26200,10678,"17"
"17_21",19,26186,10693,"17"
"17_21",19,26164,10694,"17"
"17_21",19,26183,10664,"17"
"17_21",20,26208,10711,"17"
"17_21",20,26204,10665,"17"
"17_21",20,26211,10646,"17"
"17_21",20,26207,10626,"17"
"17_21",20,26221,10625,"17"
"17_21",20,26227,10686,"17"
"17_21",20,26208,10711,"17"
"17_21",21,24967,9602,"17"
"17_21",21,24967,9593,"17"
"17_21",21,25000,9591,"17"
"17_21",21,25006,9603,"17"
"17_21",21,25011,9604,"17"
"17_21",21,25012,9613,"17"
"17_21",21,24967,9602,"17"
"17_21",22,24892,12279,"17"
"17_21",22,24892,12290,"17"
"17_21",22,24882,12284,"17"
"17_21",22,24899,12268,"17"
"17_21",22,24892,12279,"17"
"17_21",23,24888,12342,"17"
"17_21",23,24909,12327,"17"
"17_21",23,24924,12307,"17"
"17_21",23,24935,12319,"17"
"17_21",23,24922,12336,"17"
"17_21",23,24894,12348,"17"
"17_21",23,24888,12342,"17"
"17_21",24,24947,12077,"17"
"17_21",24,24895,12017,"17"
"17_21",24,24919,12007,"17"
"17_21",24,24918,11985,"17"
"17_21",24,24898,11984,"17"
"17_21",24,24896,11966,"17"
"17_21",24,24911,11970,"17"
"17_21",24,24921,11970,"17"
"17_21",24,24924,11970,"17"
"17_21",24,24926,11974,"17"
"17_21",24,24927,11977,"17"
"17_21",24,24927,11981,"17"
"17_21",24,24926,11985,"17"
"17_21",24,24936,11991,"17"
"17_21",24,24942,12018,"17"
"17_21",24,24938,12022,"17"
"17_21",24,24948,12038,"17"
"17_21",24,24934,12042,"17"
"17_21",24,24935,12049,"17"
"17_21",24,24951,12048,"17"
"17_21",24,24956,12058,"17"
"17_21",24,24959,12078,"17"
"17_21",24,24947,12077,"17"
"17_21",25,24990,12205,"17"
"17_21",25,24978,12204,"17"
"17_21",25,24978,12176,"17"
"17_21",25,24967,12159,"17"
"17_21",25,24993,12149,"17"
"17_21",25,24988,12135,"17"
"17_21",25,25023,12133,"17"
"17_21",25,25043,12135,"17"
"17_21",25,25058,12142,"17"
"17_21",25,25058,12165,"17"
"17_21",25,25043,12175,"17"
"17_21",25,25036,12176,"17"
"17_21",25,25014,12183,"17"
