"county","part","x","y"
"SEMINOLE","125_1_1",-129.12,-183.2
"SPALDING","126_1_1",-67.49,53.34
"SPALDING","126_1_1",-97.97,56.95
"SPALDING","126_1_1",-102.2,54.17
"SPALDING","126_1_1",-103.2,61.41
"SPALDING","126_1_1",-96.2,62.22
"SPALDING","126_1_1",-91.59,69.16
"SPALDING","126_1_1",-91.92,72.83
"SPALDING","126_1_1",-69.85,70.78
"SPALDING","126_1_1",-69.89,68.26
"SPALDING","126_1_1",-64.15,65.19
"SPALDING","126_1_1",-67.31,61.55
"SPALDING","126_1_1",-67.49,53.34
"STEPHENS","127_1_1",0.18,195.39
"STEPHENS","127_1_1",20.41,197.18
"STEPHENS","127_1_1",27.22,204.03
"STEPHENS","127_1_1",22.12,208.53
"STEPHENS","127_1_1",22.05,211.2
"STEPHENS","127_1_1",15.36,212.1
"STEPHENS","127_1_1",5.66,220.48
"STEPHENS","127_1_1",3.2,219.16
"STEPHENS","127_1_1",-5.37,197.93
"STEPHENS","127_1_1",0.18,195.39
"STEWART","128_1_1",-118.71,-85.81
"STEWART","128_1_1",-143.41,-85.01
"STEWART","128_1_1",-148.74,-82.09
"STEWART","128_1_1",-146.78,-79.4
"STEWART","128_1_1",-155.12,-79.17
"STEWART","128_1_1",-157.56,-77.34
"STEWART","128_1_1",-155.19,-66.95
"STEWART","128_1_1",-156.72,-61.71
"STEWART","128_1_1",-151.87,-56.5
"STEWART","128_1_1",-147.36,-54.86
"STEWART","128_1_1",-148.23,-52.43
"STEWART","128_1_1",-143.5,-51.03
"STEWART","128_1_1",-116.85,-52
"STEWART","128_1_1",-118.71,-85.81
"SUMTER","129_1_1",-49.4,-87.57
"SUMTER","129_1_1",-88.68,-86.57
"SUMTER","129_1_1",-88.95,-91.39
"SUMTER","129_1_1",-98.3,-81.67
"SUMTER","129_1_1",-97.12,-58.75
"SUMTER","129_1_1",-73.87,-59.81
"SUMTER","129_1_1",-73.64,-51.91
"SUMTER","129_1_1",-69.16,-52.14
"SUMTER","129_1_1",-69.25,-56.86
"SUMTER","129_1_1",-64.93,-56.16
"SUMTER","129_1_1",-59.16,-58.5
"SUMTER","129_1_1",-57.69,-64.33
"SUMTER","129_1_1",-54.24,-67.29
"SUMTER","129_1_1",-54.79,-72.54
"SUMTER","129_1_1",-51.96,-75.83
"SUMTER","129_1_1",-49.4,-87.57
"TALBOT","130_1_1",-113.11,-17.76
"TALBOT","130_1_1",-121.56,-19.38
"TALBOT","130_1_1",-118.96,-14.39
"TALBOT","130_1_1",-121.51,-14.39
"TALBOT","130_1_1",-122.13,0.83
"TALBOT","130_1_1",-120.18,4.09
"TALBOT","130_1_1",-121.68,16.79
"TALBOT","130_1_1",-109.53,16.71
"TALBOT","130_1_1",-102.66,20.9
"TALBOT","130_1_1",-100.59,20.07
"TALBOT","130_1_1",-101.98,17.93
"TALBOT","130_1_1",-99.85,17.48
"TALBOT","130_1_1",-98.88,14.77
"TALBOT","130_1_1",-95.55,15.86
"TALBOT","130_1_1",-92,9.33
"TALBOT","130_1_1",-84.42,7.16
"TALBOT","130_1_1",-83.26,4.36
"TALBOT","130_1_1",-87.88,2.68
"TALBOT","130_1_1",-88.01,-1.94
"TALBOT","130_1_1",-90.39,-1.88
"TALBOT","130_1_1",-91.4,-6.53
"TALBOT","130_1_1",-94.59,-9.48
"TALBOT","130_1_1",-94.69,-14.87
"TALBOT","130_1_1",-102.5,-14.79
"TALBOT","130_1_1",-103.72,-17.01
"TALBOT","130_1_1",-108.31,-16.2
"TALBOT","130_1_1",-111.37,-19.06
"TALBOT","130_1_1",-113.11,-17.76
"TALIAFERRO","131_1_1",54.43,106.21
"TALIAFERRO","131_1_1",63.36,100.84
"TALIAFERRO","131_1_1",65.65,102.3
"TALIAFERRO","131_1_1",66.8,100.07
"TALIAFERRO","131_1_1",64.56,98.88
"TALIAFERRO","131_1_1",60.44,90.13
"TALIAFERRO","131_1_1",53.87,91.04
"TALIAFERRO","131_1_1",49.56,85.19
"TALIAFERRO","131_1_1",50.93,82.62
"TALIAFERRO","131_1_1",38.68,83.03
"TALIAFERRO","131_1_1",35.97,85.41
"TALIAFERRO","131_1_1",38.5,87.72
"TALIAFERRO","131_1_1",35.82,97.75
"TALIAFERRO","131_1_1",38.05,100.3
"TALIAFERRO","131_1_1",36.95,102.18
"TALIAFERRO","131_1_1",38.24,103.15
"TALIAFERRO","131_1_1",38.95,101.57
"TALIAFERRO","131_1_1",41.66,106.69
"TALIAFERRO","131_1_1",37.48,110.32
"TALIAFERRO","131_1_1",41.78,114.75
"TALIAFERRO","131_1_1",48.29,102.25
"TALIAFERRO","131_1_1",49.21,104.69
"TALIAFERRO","131_1_1",54.43,106.21
"TATTNALL","132_1_1",143.47,-85.81
"TATTNALL","132_1_1",136.63,-97.96
"TATTNALL","132_1_1",134.41,-98.46
"TATTNALL","132_1_1",134.7,-100.87
"TATTNALL","132_1_1",130.92,-96.37
"TATTNALL","132_1_1",128.55,-96.77
"TATTNALL","132_1_1",121.5,-92.15
"TATTNALL","132_1_1",121.79,-87.97
"TATTNALL","132_1_1",121,-89.58
"TATTNALL","132_1_1",119.66,-87.16
"TATTNALL","132_1_1",111.07,-86.7
"TATTNALL","132_1_1",114.83,-58.58
"TATTNALL","132_1_1",109.85,-41.69
"TATTNALL","132_1_1",129.43,-45.89
"TATTNALL","132_1_1",133.98,-67.73
"TATTNALL","132_1_1",142.63,-71.07
"TATTNALL","132_1_1",154.64,-71.17
"TATTNALL","132_1_1",143.97,-80.15
"TATTNALL","132_1_1",143.47,-85.81
"TAYLOR","133_1_3_1",-66.79,-20.4
"TAYLOR","133_1_3_1",-75.03,-32.91
"TAYLOR","133_1_3_1",-79.77,-32.9
"TAYLOR","133_1_3_1",-80.38,-36.07
"TAYLOR","133_1_3_1",-86.89,-35.97
"TAYLOR","133_1_3_1",-86.82,-33.15
"TAYLOR","133_1_3_1",-89.63,-34.55
"TAYLOR","133_1_3_1",-90.47,-29.77
"TAYLOR","133_1_3_1",-93.29,-31.29
"TAYLOR","133_1_3_1",-94.79,-27.96
"TAYLOR","133_1_3_1",-94.67,-23.38
"TAYLOR","133_1_3_1",-97.09,-22.47
"TAYLOR","133_1_3_1",-98.88,-17
"TAYLOR","133_1_3_1",-98.02,-14.82
"TAYLOR","133_1_3_1",-94.69,-14.87
"TAYLOR","133_1_3_1",-94.59,-9.48
"TAYLOR","133_1_3_1",-91.4,-6.53
"TAYLOR","133_1_3_1",-90.39,-1.88
"TAYLOR","133_1_3_1",-88.01,-1.94
"TAYLOR","133_1_3_1",-87.88,2.68
"TAYLOR","133_1_3_1",-83.12,5.6
"TAYLOR","133_1_3_1",-80.15,2.81
"TAYLOR","133_1_3_1",-78.03,4.34
"TAYLOR","133_1_3_1",-74.56,-1.57
"TAYLOR","133_1_3_1",-66.12,-1.45
"TAYLOR","133_1_3_1",-63.24,-6.91
"TAYLOR","133_1_3_1",-61.57,-6.88
"TAYLOR","133_1_3_1",-63.23,-8.2
"TAYLOR","133_1_3_1",-62.41,-12.97
"TAYLOR","133_1_3_1",-56.52,-18.43
"TAYLOR","133_1_3_1",-66.79,-20.4
"TELFAIR","134_1_1",67.12,-88.45
"TELFAIR","134_1_1",50.85,-101.61
"TELFAIR","134_1_1",40,-100.51
"TELFAIR","134_1_1",37.32,-102.6
"TELFAIR","134_1_1",27.83,-97.7
"TELFAIR","134_1_1",27.3,-98.8
"TELFAIR","134_1_1",24.73,-98.22
"TELFAIR","134_1_1",18.2,-89.14
"TELFAIR","134_1_1",43.19,-63.81
"TELFAIR","134_1_1",41.92,-62.57
"TELFAIR","134_1_1",43.88,-60.57
"TELFAIR","134_1_1",43.36,-63.72
"TELFAIR","134_1_1",45.78,-63.89
"TELFAIR","134_1_1",47.6,-67.99
"TELFAIR","134_1_1",55.88,-72.02
"TELFAIR","134_1_1",59.79,-76.2
"TELFAIR","134_1_1",63.38,-76.72
"TELFAIR","134_1_1",71.31,-86.24
"TELFAIR","134_1_1",67.84,-86.26
"TELFAIR","134_1_1",67.12,-88.45
"TERRELL","135_1_1",-85.14,-119.25
"TERRELL","135_1_1",-108.76,-119.1
"TERRELL","135_1_1",-107.58,-112.7
"TERRELL","135_1_1",-110.13,-102.52
"TERRELL","135_1_1",-113.91,-102.32
"TERRELL","135_1_1",-113.41,-85.89
"TERRELL","135_1_1",-99.57,-86.14
"TERRELL","135_1_1",-98.61,-80.79
"TERRELL","135_1_1",-89.23,-91.2
"TERRELL","135_1_1",-82.95,-93.9
"TERRELL","135_1_1",-81.25,-100.5
"TERRELL","135_1_1",-83.91,-100.48
"TERRELL","135_1_1",-85.14,-119.25
"THOMAS","136_1_1",-32.94,-226.41
"THOMAS","136_1_1",-65.52,-224.32
"THOMAS","136_1_1",-64.59,-198.15
"THOMAS","136_1_1",-68.64,-191.72
"THOMAS","136_1_1",-68.37,-179.71
"THOMAS","136_1_1",-57.59,-179.85
"THOMAS","136_1_1",-57.63,-183.81
"THOMAS","136_1_1",-37.77,-184.22
"THOMAS","136_1_1",-37.52,-185.64
"THOMAS","136_1_1",-32.08,-184.36
"THOMAS","136_1_1",-32.94,-226.41
"TIFT","137_1_1",-4.33,-151.32
"TIFT","137_1_1",-24.17,-151.89
"TIFT","137_1_1",-23.93,-140.43
"TIFT","137_1_1",-25.31,-138.37
"TIFT","137_1_1",-23.62,-122.41
"TIFT","137_1_1",-9.55,-122.7
"TIFT","137_1_1",-9.58,-125.35
"TIFT","137_1_1",-1.96,-127.19
"TIFT","137_1_1",1.74,-134.63
"TIFT","137_1_1",5.82,-135.79
"TIFT","137_1_1",2.9,-137.01
"TIFT","137_1_1",2.77,-144.1
"TIFT","137_1_1",-4.33,-151.32
"TOOMBS","138_1_1",102.43,-83.22
"TOOMBS","138_1_1",102.73,-84.81
"TOOMBS","138_1_1",96.62,-83.65
"TOOMBS","138_1_1",95.95,-81.65
"TOOMBS","138_1_1",93.97,-82.87
"TOOMBS","138_1_1",86.62,-80.74
"TOOMBS","138_1_1",90.46,-44.8
"TOOMBS","138_1_1",93.22,-37.98
"TOOMBS","138_1_1",97.99,-41.84
"TOOMBS","138_1_1",98.42,-44.77
"TOOMBS","138_1_1",105.45,-44.47
"TOOMBS","138_1_1",109.85,-41.69
"TOOMBS","138_1_1",114.6,-57.04
"TOOMBS","138_1_1",111.07,-86.7
"TOOMBS","138_1_1",102.43,-83.22
"TOWNS","139_1_1",-48.99,253.91
"TOWNS","139_1_1",-13.64,254.33
"TOWNS","139_1_1",-13.42,249.24
"TOWNS","139_1_1",-18.42,248.35
"TOWNS","139_1_1",-18.02,245.61
"TOWNS","139_1_1",-20.71,245.22
"TOWNS","139_1_1",-23.47,241.74
"TOWNS","139_1_1",-24.38,233.8
"TOWNS","139_1_1",-27.84,232.06
"TOWNS","139_1_1",-34.82,232.26
"TOWNS","139_1_1",-37.69,245.13
"TOWNS","139_1_1",-41.74,244.04
"TOWNS","139_1_1",-47.35,247.41
"TOWNS","139_1_1",-49.9,252.06
"TOWNS","139_1_1",-48.99,253.91
"TREUTLEN","140_1_1",93.22,-37.99
"TREUTLEN","140_1_1",68.37,-44.86
"TREUTLEN","140_1_1",61.29,-40.98
"TREUTLEN","140_1_1",66.04,-32.27
"TREUTLEN","140_1_1",66.35,-27.06
"TREUTLEN","140_1_1",70.6,-25.58
"TREUTLEN","140_1_1",72.04,-22.93
"TREUTLEN","140_1_1",70.65,-20.55
"TREUTLEN","140_1_1",85.42,-22.22
"TREUTLEN","140_1_1",95.68,-28.33
"TREUTLEN","140_1_1",93.22,-37.99
"TROUP","141_1_1",-136.74,19.65
"TROUP","141_1_1",-166.94,20.32
"TROUP","141_1_1",-171.28,49.14
"TROUP","141_1_1",-160.12,52.74
"TROUP","141_1_1",-159.18,56.21
"TROUP","141_1_1",-157.36,53.59
"TROUP","141_1_1",-143.39,59.25
"TROUP","141_1_1",-136.23,59.06
"TROUP","141_1_1",-136.74,19.65
"TURNER","142_1_1",-8.58,-112.07
"TURNER","142_1_1",-9.49,-122.7
"TURNER","142_1_1",-23.62,-122.41
"TURNER","142_1_1",-25.03,-125.82
"TURNER","142_1_1",-25.61,-122.55
"TURNER","142_1_1",-29.09,-119.87
"TURNER","142_1_1",-37.64,-119.43
"TURNER","142_1_1",-38.12,-99.39
"TURNER","142_1_1",-20.13,-99.38
"TURNER","142_1_1",-20.08,-93.83
"TURNER","142_1_1",-7.58,-94.6
"TURNER","142_1_1",-5.01,-109.99
"TURNER","142_1_1",-8.58,-112.07
"TWIGGS","143_1_1",16.28,-12.84
"TWIGGS","143_1_1",-9.2,-27.49
"TWIGGS","143_1_1",-8.33,-23.79
"TWIGGS","143_1_1",-13.13,-19.49
"TWIGGS","143_1_1",-14,-6.43
"TWIGGS","143_1_1",-19.39,-2.9
"TWIGGS","143_1_1",-18.96,4.6
"TWIGGS","143_1_1",-16.74,4.24
"TWIGGS","143_1_1",-8.7,11.67
"TWIGGS","143_1_1",-10.62,16.08
"TWIGGS","143_1_1",-0.65,21.99
"TWIGGS","143_1_1",16.28,-12.84
"UNION","144_1_1",-49.39,226.55
"UNION","144_1_1",-53.59,223.59
"UNION","144_1_1",-54.48,219.66
"UNION","144_1_1",-57.21,218.82
"UNION","144_1_1",-58.37,215.63
"UNION","144_1_1",-66.46,218.18
"UNION","144_1_1",-69.5,216.4
"UNION","144_1_1",-63.5,225.18
"UNION","144_1_1",-63.45,233.35
"UNION","144_1_1",-67.89,234.04
"UNION","144_1_1",-68.4,237.43
"UNION","144_1_1",-64.71,242.92
"UNION","144_1_1",-71.16,249.53
"UNION","144_1_1",-66.79,253.92
"UNION","144_1_1",-48.99,253.91
"UNION","144_1_1",-49.9,252.06
"UNION","144_1_1",-47.33,247.39
"UNION","144_1_1",-41.74,244.04
"UNION","144_1_1",-37.38,244.66
"UNION","144_1_1",-34.82,232.26
"UNION","144_1_1",-38.99,230.68
"UNION","144_1_1",-39.34,225.4
"UNION","144_1_1",-43.74,224.58
"UNION","144_1_1",-49.39,226.55
"UPSON","145_1_1_1",-67.78,13.52
"UPSON","145_1_1_1",-75.23,-0.82
"UPSON","145_1_1_1",-78.3,4.55
"UPSON","145_1_1_1",-80.24,2.84
"UPSON","145_1_1_1",-84.42,7.16
"UPSON","145_1_1_1",-91.8,9.21
"UPSON","145_1_1_1",-94.97,15.38
"UPSON","145_1_1_1",-98.11,14.35
"UPSON","145_1_1_1",-101.93,17.82
"UPSON","145_1_1_1",-100.57,19.99
"UPSON","145_1_1_1",-103.76,20.95
"UPSON","145_1_1_1",-105.82,30.41
"UPSON","145_1_1_1",-101.79,33.11
"UPSON","145_1_1_1",-67.48,32.36
"UPSON","145_1_1_1",-67.78,13.52
"WALKER","146_1_1",-152.35,210.57
"WALKER","146_1_1",-195.17,211.5
"WALKER","146_1_1",-195.72,215.41
"WALKER","146_1_1",-191.65,220.39
"WALKER","146_1_1",-187.76,230.27
"WALKER","146_1_1",-185.98,243.09
"WALKER","146_1_1",-179.38,254.98
"WALKER","146_1_1",-170.35,255
"WALKER","146_1_1",-170.57,240.5
"WALKER","146_1_1",-164.85,240.42
"WALKER","146_1_1",-164.97,231.62
"WALKER","146_1_1",-159.76,230.7
"WALKER","146_1_1",-162.05,225.49
"WALKER","146_1_1",-151.24,225.28
"WALKER","146_1_1",-152.35,210.57
"WALTON","147_1_1",-31.01,104.98
"WALTON","147_1_1",-53.9,120.67
"WALTON","147_1_1",-36.89,136.53
"WALTON","147_1_1",-33.37,132.6
"WALTON","147_1_1",-25.53,135.14
"WALTON","147_1_1",-22.08,134.1
"WALTON","147_1_1",-20.94,131.5
"WALTON","147_1_1",-17,131.37
"WALTON","147_1_1",-16.03,127.33
"WALTON","147_1_1",-9.8,124.03
"WALTON","147_1_1",-26.06,99.56
"WALTON","147_1_1",-31.01,104.98
"WARE","148_1_1",121.09,-186.68
"WARE","148_1_1",93.98,-186.65
"WARE","148_1_1",93.74,-210.86
"WARE","148_1_1",119.65,-211.8
"WARE","148_1_1",113.71,-235.79
"WARE","148_1_1",94.1,-234.53
"WARE","148_1_1",92.24,-208.12
"WARE","148_1_1",86.54,-208.23
"WARE","148_1_1",86.87,-192.3
"WARE","148_1_1",84.05,-192.33
"WARE","148_1_1",77.13,-186.24
"WARE","148_1_1",66.58,-163.61
"WARE","148_1_1",66.71,-157.53
"WARE","148_1_1",70.08,-156.4
"WARE","148_1_1",73.34,-157.85
"WARE","148_1_1",73.32,-136.27
"WARE","148_1_1",86,-136.24
"WARE","148_1_1",87.31,-141.9
"WARE","148_1_1",94.82,-143.25
"WARE","148_1_1",93.47,-146.14
"WARE","148_1_1",96.11,-147.66
"WARE","148_1_1",96.7,-155.81
"WARE","148_1_1",103.34,-163
"WARE","148_1_1",106.25,-163.14
"WARE","148_1_1",106.31,-166.72
"WARE","148_1_1",113.53,-169
"WARE","148_1_1",113.69,-178.55
"WARE","148_1_1",121.09,-186.68
"WARREN","149_1_1",62.12,61.93
"WARREN","149_1_1",78.2,69.91
"WARREN","149_1_1",90.14,64.19
"WARREN","149_1_1",94.58,68.37
"WARREN","149_1_1",88.33,71.5
"WARREN","149_1_1",79.26,72.75
"WARREN","149_1_1",78.69,79.74
"WARREN","149_1_1",69.39,101.38
"WARREN","149_1_1",69.36,99.67
"WARREN","149_1_1",64.56,98.88
"WARREN","149_1_1",60.61,90.25
"WARREN","149_1_1",54.3,91.26
"WARREN","149_1_1",49.56,85.19
"WARREN","149_1_1",53.68,80.68
"WARREN","149_1_1",53.19,77.04
"WARREN","149_1_1",56.06,72.98
"WARREN","149_1_1",58.31,62.32
"WARREN","149_1_1",62.12,61.93
"WASHINGTON","150_1_1",82.26,13.92
"WASHINGTON","150_1_1",59.13,7.84
"WASHINGTON","150_1_1",55.93,12.34
"WASHINGTON","150_1_1",41.64,6.35
"WASHINGTON","150_1_1",40.19,15.08
"WASHINGTON","150_1_1",34.89,17.39
"WASHINGTON","150_1_1",30.72,25.91
"WASHINGTON","150_1_1",30.9,30.24
"WASHINGTON","150_1_1",32.8,31.79
"WASHINGTON","150_1_1",31.01,36.09
"WASHINGTON","150_1_1",32.46,42.29
"WASHINGTON","150_1_1",36.51,42.33
"WASHINGTON","150_1_1",46.54,47.66
"WASHINGTON","150_1_1",50.84,55.25
"WASHINGTON","150_1_1",60.71,59.92
"WASHINGTON","150_1_1",61.58,52.83
"WASHINGTON","150_1_1",68.95,47.81
"WASHINGTON","150_1_1",74.67,37.21
"WASHINGTON","150_1_1",79.36,35.75
"WASHINGTON","150_1_1",80.44,27.82
"WASHINGTON","150_1_1",83.13,24.51
"WASHINGTON","150_1_1",82.26,13.92
"WAYNE","151_1_1",137.75,-148.71
"WAYNE","151_1_1",129.08,-146.27
"WAYNE","151_1_1",126.95,-136.05
"WAYNE","151_1_1",123.67,-134.46
"WAYNE","151_1_1",120.38,-135.61
"WAYNE","151_1_1",120.25,-126.04
"WAYNE","151_1_1",118.81,-124.77
"WAYNE","151_1_1",120.23,-124.73
"WAYNE","151_1_1",119.96,-102.09
"WAYNE","151_1_1",124.08,-102.1
"WAYNE","151_1_1",122.43,-99.13
"WAYNE","151_1_1",124.25,-99.14
"WAYNE","151_1_1",125.21,-95.84
"WAYNE","151_1_1",130.92,-96.37
"WAYNE","151_1_1",134.15,-100.64
"WAYNE","151_1_1",137.02,-100.22
"WAYNE","151_1_1",146.79,-113.41
"WAYNE","151_1_1",149.7,-115.27
"WAYNE","151_1_1",150.43,-113.81
"WAYNE","151_1_1",154.63,-119.22
"WAYNE","151_1_1",161.12,-122.43
"WAYNE","151_1_1",161.68,-125.93
"WAYNE","151_1_1",164.76,-127.16
"WAYNE","151_1_1",165.5,-130.91
"WAYNE","151_1_1",169.84,-135.1
"WAYNE","151_1_1",164.94,-142.9
"WAYNE","151_1_1",162.37,-142.86
"WAYNE","151_1_1",159.34,-151.05
"WAYNE","151_1_1",152.07,-147.11
"WAYNE","151_1_1",137.75,-148.71
"WEBSTER","152_1_1",-99.57,-86.14
"WEBSTER","152_1_1",-97.25,-62.32
"WEBSTER","152_1_1",-106.29,-62.18
"WEBSTER","152_1_1",-109.72,-55.74
"WEBSTER","152_1_1",-113.07,-55.68
"WEBSTER","152_1_1",-114.04,-52
"WEBSTER","152_1_1",-117.69,-51.13
"WEBSTER","152_1_1",-116.04,-56.58
"WEBSTER","152_1_1",-118,-59.21
"WEBSTER","152_1_1",-118.71,-85.81
"WEBSTER","152_1_1",-99.57,-86.14
"WHEELER","153_1_1",72.58,-62.91
"WHEELER","153_1_1",75.74,-75.81
"WHEELER","153_1_1",81.31,-81.18
"WHEELER","153_1_1",71.31,-86.41
"WHEELER","153_1_1",63.71,-76.97
"WHEELER","153_1_1",58.27,-75.31
"WHEELER","153_1_1",55.88,-72.02
"WHEELER","153_1_1",48.35,-68.69
"WHEELER","153_1_1",45.78,-63.89
"WHEELER","153_1_1",43.36,-63.72
"WHEELER","153_1_1",49.79,-57.27
"WHEELER","153_1_1",48.55,-55.8
"WHEELER","153_1_1",51.05,-55.97
"WHEELER","153_1_1",63.82,-43.15
"WHEELER","153_1_1",66.49,-44.76
"WHEELER","153_1_1",69.89,-43.84
"WHEELER","153_1_1",74.21,-59.46
"WHEELER","153_1_1",72.58,-62.91
"WHITE","154_1_1",-19.78,205.62
"WHITE","154_1_1",-24.47,200.14
"WHITE","154_1_1",-40.72,200.41
"WHITE","154_1_1",-39.74,203.38
"WHITE","154_1_1",-42.63,205.42
"WHITE","154_1_1",-43.68,217.67
"WHITE","154_1_1",-37.65,231.52
"WHITE","154_1_1",-26.01,233.19
"WHITE","154_1_1",-20.91,228.95
"WHITE","154_1_1",-22.05,219.69
"WHITE","154_1_1",-24.3,216.78
"WHITE","154_1_1",-19.78,205.62
"WHITFIELD","155_1_1",-142.29,213.59
"WHITFIELD","155_1_1",-151.38,213.75
"WHITFIELD","155_1_1",-151.24,225.28
"WHITFIELD","155_1_1",-161.88,226.32
"WHITFIELD","155_1_1",-158.47,236.46
"WHITFIELD","155_1_1",-152.06,236.33
"WHITFIELD","155_1_1",-151.98,241.22
"WHITFIELD","155_1_1",-148.46,242.01
"WHITFIELD","155_1_1",-144.3,254.87
"WHITFIELD","155_1_1",-128.83,254.64
"WHITFIELD","155_1_1",-131.87,246.98
"WHITFIELD","155_1_1",-129.71,241.54
"WHITFIELD","155_1_1",-131.93,240.68
"WHITFIELD","155_1_1",-133.88,235.48
"WHITFIELD","155_1_1",-131.68,233.56
"WHITFIELD","155_1_1",-135.39,231.56
"WHITFIELD","155_1_1",-133.37,225.41
"WHITFIELD","155_1_1",-134.2,223.63
"WHITFIELD","155_1_1",-140.54,224.29
"WHITFIELD","155_1_1",-136.44,219.32
"WHITFIELD","155_1_1",-141.52,220.74
"WHITFIELD","155_1_1",-138.8,215.29
"WHITFIELD","155_1_1",-142.29,213.59
"WILCOX","156_1_1",11.41,-78.03
"WILCOX","156_1_1",10.19,-79.48
"WILCOX","156_1_1",13.08,-82.98
"WILCOX","156_1_1",15.54,-83.12
"WILCOX","156_1_1",21.05,-94.52
"WILCOX","156_1_1",-20.08,-93.83
"WILCOX","156_1_1",-19.67,-64.51
"WILCOX","156_1_1",3.67,-63.9
"WILCOX","156_1_1",3.84,-65.91
"WILCOX","156_1_1",7.16,-66.13
"WILCOX","156_1_1",9.92,-68.92
"WILCOX","156_1_1",8.64,-72.21
"WILCOX","156_1_1",11.41,-78.03
"WILKES","157_1_1",75.66,105.58
"WILKES","157_1_1",76.01,103.8
"WILKES","157_1_1",72.6,103.75
"WILKES","157_1_1",72.63,101.48
"WILKES","157_1_1",70.17,102.11
"WILKES","157_1_1",69.33,99.67
"WILKES","157_1_1",66.08,100.37
"WILKES","157_1_1",65.65,102.3
"WILKES","157_1_1",60.73,101.3
"WILKES","157_1_1",54.43,106.21
"WILKES","157_1_1",47.84,102.73
"WILKES","157_1_1",38.21,119.99
"WILKES","157_1_1",50.96,137.71
"WILKES","157_1_1",62.23,142.69
"WILKES","157_1_1",69.66,142.84
"WILKES","157_1_1",73.48,128.98
"WILKES","157_1_1",76.6,129.62
"WILKES","157_1_1",74.45,125.5
"WILKES","157_1_1",85.36,104.62
"WILKES","157_1_1",82.78,106.87
"WILKES","157_1_1",78.23,103.93
"WILKES","157_1_1",75.66,105.58
"WILKINSON","158_1_1",41.51,1.01
"WILKINSON","158_1_1",16.28,-12.84
"WILKINSON","158_1_1",-0.65,21.99
"WILKINSON","158_1_1",18.11,31.48
"WILKINSON","158_1_1",22.21,29.94
"WILKINSON","158_1_1",20.6,31.91
"WILKINSON","158_1_1",23.8,34.29
"WILKINSON","158_1_1",31.68,26.08
"WILKINSON","158_1_1",34.89,17.39
"WILKINSON","158_1_1",40.19,15.08
"WILKINSON","158_1_1",42.61,5.8
"WILKINSON","158_1_1",41.51,1.01
"WORTH","159_1_1",-30.47,-153.23
"WORTH","159_1_1",-57.03,-151.28
"WORTH","159_1_1",-56.78,-137.1
"WORTH","159_1_1",-55.32,-135.92
"WORTH","159_1_1",-56.75,-135.64
"WORTH","159_1_1",-56.63,-127.24
"WORTH","159_1_1",-55.19,-125.96
"WORTH","159_1_1",-56.61,-125.93
"WORTH","159_1_1",-56.54,-119.09
"WORTH","159_1_1",-58.11,-119.15
"WORTH","159_1_1",-56.26,-116.33
"WORTH","159_1_1",-58.63,-116.29
"WORTH","159_1_1",-59.96,-109.07
"WORTH","159_1_1",-55.52,-103.54
"WORTH","159_1_1",-57.59,-99.51
"WORTH","159_1_1",-54.6,-99.34
"WORTH","159_1_1",-51.56,-94.22
"WORTH","159_1_1",-43.1,-95.64
"WORTH","159_1_1",-43.09,-97.56
"WORTH","159_1_1",-42.15,-96.27
"WORTH","159_1_1",-37.74,-99.65
"WORTH","159_1_1",-37.64,-119.43
"WORTH","159_1_1",-29.09,-119.87
"WORTH","159_1_1",-25.6,-122.56
"WORTH","159_1_1",-25.37,-125.59
"WORTH","159_1_1",-23.67,-125.57
"WORTH","159_1_1",-25.31,-138.37
"WORTH","159_1_1",-23.93,-140.43
"WORTH","159_1_1",-24.17,-151.89
"WORTH","159_1_1",-29.86,-151.76
"WORTH","159_1_1",-30.47,-153.23
