script	stamped_on	stamp_source	file	bytes	sha256	rows	file_mtime
build-data.R	2026-08-17	disk	derived/assign_point.csv	108971	sha256:2f9ce9f5f382176d89821a45735e6ac87c2ca7cc4975b4a415585c758ab216d8	2684	2026-08-12
build-data.R	2026-08-17	disk	derived/block_assign.csv	14352532	sha256:4e69a54651ec61f82a0113dab4d03481ab18e78cc4c1e4c86538134950adb1ba	232717	2026-08-12
build-data.R	2026-08-17	disk	derived/counties.csv	6063	sha256:5529232b4c1272a66d586d601efeb246cc755805b1aaffc0616ba8dbd87997d9	159	2026-08-12
build-data.R	2026-08-17	disk	derived/crosswalk.csv	367766	sha256:12cd2675e556abcc13c592377beda6889e31696e8ffba67c0a2905b94883a6c9	7522	2026-08-12
build-data.R	2026-08-17	disk	derived/crosswalk_check.csv	226	sha256:9691ba3ab6d7cb4942548f4a644242c7493e9b602365ba5cf9b504611851fa3a	7	2026-08-12
build-data.R	2026-08-17	disk	derived/crosswalk_compare.csv	209459	sha256:0235d139233c1beecccff165076c8f5fd87a129eb5f02983bca29f75d2e06503	3437	2026-08-12
build-data.R	2026-08-17	disk	derived/crosswalk_pop.csv	170439	sha256:fd92d11ba577e6e04d297e7de4ac2b9a2d4ddd42637da14744ebecc4510a9c7d	3408	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_forsyth.csv	127812	sha256:8a1ece850b3059b1e5e58440828a704644496678573741982bee66dcb3030ae2	3656	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_forsyth_lab.csv	2585	sha256:6766b810e9d76c64b3173e1832d2932bf87a1594fb731b12c0840a60201158d5	49	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_wind_blocks.csv	61438	sha256:c076e240fbcfbfc8737609f383e1ed7693cd7d64cf0f7a0fdae50cee74501a8c	1592	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_wind_meta.csv	221	sha256:c85ba867e259910981ed8939fbc367a1acddbbacad61fdd12f0d84767ae3ed33	3	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_wind_outline.csv	9641	sha256:fd3faf526b428eab012d2a85a81a7aa45d0617220b8e2d13fd3ee72dba7a10c1	286	2026-08-12
build-data.R	2026-08-17	disk	derived/fig_wind_pts.csv	3468	sha256:84a73e611ee199e08ee050326d2fb323ae20ef3a640ab4c1bbafa178292d38e8	96	2026-08-12
build-data.R	2026-08-17	disk	derived/ga-sos-elections.tsv	1709	sha256:3fef0f3ac2741914456d7f05307650d88ed96734f311eecb2017305c9b3da693	16	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020_counties.csv	5891	sha256:116138c3ef0d8d7e9956d712e5c4496a713d3aea46ccf25011628a355895a502	159	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020_precincts.csv	134223	sha256:daca8c12177e11181e09a6743c74619a0d31adea7ddec160cacc52ca2ea7a47b	2656	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020_structure.csv	273	sha256:e62b41d9cee230ab0613d477baeead7b28b55d08ef1192c24703563f94775d4e	7	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020_vote_methods.csv	3015088	sha256:80ca557163a04d1905ec7182d04a17cb26ebcb1c29e7d3783702bb91e97840a1	31872	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020rc_counties.csv	41863	sha256:3871e1a1e75b0900dfc8b353e18980cca10981da86bac88c8f561caaff149d43	477	2026-08-10
build-data.R	2026-08-17	disk	derived/ga2020rc_precincts.csv	161	sha256:2cc0fff84bb8ebf4d244e3cb039bb2a900bed51e342274178f935edc3f10166a	1	2026-08-10
