table	column	storage	level	n_distinct	pct_missing	example
labs/abortion-opinion/data/by_ideology.csv	group	character	categorical	8	0.0	Extremely liberal
labs/abortion-opinion/data/by_ideology.csv	respondents	integer	count	8	0.0	235
labs/abortion-opinion/data/by_ideology.csv	pct_1	numeric	continuous	8	0.0	3.8
labs/abortion-opinion/data/by_ideology.csv	pct_2	numeric	continuous	8	0.0	3.4
labs/abortion-opinion/data/by_ideology.csv	pct_3	numeric	continuous	8	0.0	4.7
labs/abortion-opinion/data/by_ideology.csv	pct_4	numeric	continuous	8	0.0	88.1
labs/abortion-opinion/data/by_party.csv	group	character	categorical	7	0.0	Strong Democrat
labs/abortion-opinion/data/by_party.csv	respondents	integer	count	7	0.0	1207
labs/abortion-opinion/data/by_party.csv	pct_1	numeric	continuous	7	0.0	1.4
labs/abortion-opinion/data/by_party.csv	pct_2	numeric	continuous	7	0.0	6.7
labs/abortion-opinion/data/by_party.csv	pct_3	numeric	continuous	7	0.0	12.8
labs/abortion-opinion/data/by_party.csv	pct_4	numeric	continuous	7	0.0	79
labs/abortion-opinion/data/gaps.csv	year	integer	count	17	0.0	1980
labs/abortion-opinion/data/gaps.csv	dem_always	numeric	continuous	17	0.0	37.3
labs/abortion-opinion/data/gaps.csv	rep_always	numeric	continuous	15	0.0	33.8
labs/abortion-opinion/data/gaps.csv	ind_always	numeric	continuous	15	0.0	41.8
labs/abortion-opinion/data/gaps.csv	lib_always	numeric	continuous	16	0.0	55.1
labs/abortion-opinion/data/gaps.csv	con_always	numeric	continuous	17	0.0	32.1
labs/abortion-opinion/data/gaps.csv	notplaced_always	numeric	continuous	17	0.0	29.8
labs/abortion-opinion/data/gaps.csv	party_gap	numeric	continuous	16	0.0	3.5
labs/abortion-opinion/data/gaps.csv	ideology_gap	numeric	continuous	17	0.0	23
labs/abortion-opinion/data/now.csv	code	integer	code	4	0.0	1
labs/abortion-opinion/data/now.csv	view	character	categorical	4	0.0	Never permitted
labs/abortion-opinion/data/now.csv	respondents	integer	count	4	0.0	293
labs/abortion-opinion/data/now.csv	pct	numeric	continuous	4	0.0	5.8
labs/abortion-opinion/data/now.csv	year	integer	constant	1	0.0	2024
labs/abortion-opinion/data/overtime.csv	year	integer	count	17	0.0	1980
labs/abortion-opinion/data/overtime.csv	respondents	integer	count	17	0.0	1547
labs/abortion-opinion/data/overtime.csv	never	numeric	continuous	13	0.0	11.5
labs/abortion-opinion/data/overtime.csv	rape_incest_life	numeric	continuous	16	0.0	32.7
labs/abortion-opinion/data/overtime.csv	need_established	numeric	continuous	16	0.0	19
labs/abortion-opinion/data/overtime.csv	always	numeric	continuous	16	0.0	36.8
labs/abortion-opinion/data/overtime.csv	pct_missing	numeric	continuous	10	0.0	0.6
labs/anes/data/awareness.csv	build	character	dichotomous	2	0.0	Interviewer rating only (VCF0050a, falli
labs/anes/data/awareness.csv	respondents	integer	dichotomous	2	0.0	41635
labs/anes/data/awareness.csv	first_year	integer	constant	1	0.0	1966
labs/anes/data/awareness.csv	last_year	integer	constant	1	0.0	2016
labs/anes/data/awareness.csv	levels	integer	dichotomous	2	0.0	5
labs/anes/data/codes.csv	cleaning	character	categorical	4	0.0	Nothing removed, the file as it arrives
labs/anes/data/codes.csv	mean	numeric	continuous	4	0.0	3.966
labs/anes/data/codes.csv	n	integer	count	4	0.0	48381
labs/anes/data/codes.csv	error	numeric	continuous	4	0.0	0.137
labs/anes/data/coverage.csv	variable	character	categorical	11	0.0	VCF0301
labs/anes/data/coverage.csv	first	integer	count	7	0.0	1952
labs/anes/data/coverage.csv	last	integer	dichotomous	2	0.0	2024
labs/anes/data/coverage.csv	studies	integer	count	9	0.0	32
labs/anes/data/coverage.csv	answers	integer	count	9	0.0	73083
labs/anes/data/coverage.csv	label	character	categorical	11	0.0	Party identification, 7 point
labs/anes/data/resentment.csv	year	integer	count	12	0.0	1986
labs/anes/data/resentment.csv	party	character	categorical	3	0.0	Democrat
labs/anes/data/resentment.csv	resentment	numeric	continuous	34	0.0	3.066
labs/anes/data/resentment.csv	n	integer	count	35	0.0	533
labs/anes/data/zaller.csv	item	character	dichotomous	2	0.0	Government health insurance
labs/anes/data/zaller.csv	party	character	categorical	3	0.0	Democrat
labs/anes/data/zaller.csv	awareness	character	categorical	5	0.0	lowest
labs/anes/data/zaller.csv	mean	numeric	continuous	30	0.0	3.168
labs/anes/data/zaller.csv	n	integer	count	29	0.0	954
labs/apportionment/data/apportionment_2020.csv	state	character	categorical	50	0.0	California
labs/apportionment/data/apportionment_2020.csv	app_pop	integer	count	50	0.0	39576757
labs/apportionment/data/apportionment_2020.csv	seats	integer	count	20	0.0	52
labs/apportionment/data/apportionment_2020.csv	overseas	integer	count	50	0.0	38534
labs/apportionment/data/apportionment_2020.csv	resident_pop	integer	count	50	0.0	39538223
labs/apportionment/data/apportionment_2020.csv	people_per_seat	integer	count	50	0.0	761091
labs/areal-units/data/county_outline.csv	part	integer	constant	1	0.0	1
labs/areal-units/data/county_outline.csv	x	numeric	continuous	206	0.0	1056.9
labs/areal-units/data/county_outline.csv	y	numeric	continuous	231	0.0	1227.4
labs/areal-units/data/dens_fulton.csv	level	character	dichotomous	2	0.0	Census block
labs/areal-units/data/dens_fulton.csv	x	numeric	continuous	201	0.0	0
labs/areal-units/data/dens_fulton.csv	y	numeric	continuous	387	0.0	0.012186
labs/areal-units/data/dots_fulton.csv	kind	character	dichotomous	2	0.0	Black
labs/areal-units/data/dots_fulton.csv	x	numeric	continuous	378	0.0	1050.84
labs/areal-units/data/dots_fulton.csv	y	numeric	continuous	381	0.0	1233.08
labs/areal-units/data/facts.csv	name	character	categorical	79	0.0	ga_blocks
labs/areal-units/data/facts.csv	value	character	categorical	64	0.0	232717
labs/areal-units/data/facts.csv	note	character	text	74	0.0	Georgia census blocks, 2020
labs/areal-units/data/ga_block_race.csv	GEOID20	integer	code	400	0.0	130019501001000
labs/areal-units/data/ga_block_race.csv	pop	integer	count	67	0.0	12
labs/areal-units/data/ga_block_race.csv	black_alone	integer	count	30	0.0	0
labs/areal-units/data/ga_block_race.csv	black_any	integer	count	31	0.0	0
labs/areal-units/data/ga_block_race.csv	vap	integer	count	56	0.0	12
labs/areal-units/data/ga_block_race.csv	black_any_vap	integer	count	28	0.0	0
labs/areal-units/data/ladder_fulton.csv	level	character	categorical	4	0.0	Census block
labs/areal-units/data/ladder_fulton.csv	units	integer	count	4	0.0	8674
labs/areal-units/data/ladder_fulton.csv	median_pop	integer	count	4	0.0	56
labs/areal-units/data/ladder_fulton.csv	mean_share	numeric	constant	1	0.0	44.7754309981157
labs/areal-units/data/ladder_fulton.csv	sd_share	numeric	continuous	4	0.0	37.9244438172043
labs/areal-units/data/ladder_fulton.csv	p10_share	numeric	continuous	4	0.0	4.14012738853503
labs/areal-units/data/ladder_fulton.csv	p90_share	numeric	continuous	4	0.0	97.4137931034483
labs/areal-units/data/ladder_fulton.csv	max_share	numeric	continuous	4	0.0	100
labs/areal-units/data/ladder_fulton.csv	units_majority	integer	count	4	0.0	4129
labs/areal-units/data/ladder_fulton.csv	pct_black_in_majority	numeric	continuous	4	0.0	79.6002713431486
labs/areal-units/data/ladder_fulton.csv	corr_child	numeric	continuous	4	25.0	0.142119749939013
labs/areal-units/data/ladder_state.csv	level	character	categorical	4	0.0	Census block
labs/areal-units/data/ladder_state.csv	units	integer	count	4	0.0	165333
labs/areal-units/data/ladder_state.csv	median_pop	integer	count	4	0.0	26
labs/areal-units/data/ladder_state.csv	mean_share	numeric	constant	1	0.0	33.0300260233751
labs/areal-units/data/ladder_state.csv	sd_share	numeric	continuous	4	0.0	31.7607198193133
labs/areal-units/data/ladder_state.csv	p10_share	numeric	continuous	4	0.0	0.826446280991736
labs/areal-units/data/ladder_state.csv	p90_share	numeric	continuous	4	0.0	88.3977900552486
labs/areal-units/data/ladder_state.csv	max_share	numeric	continuous	4	0.0	100
labs/areal-units/data/ladder_state.csv	units_majority	integer	count	4	0.0	39309
labs/areal-units/data/ladder_state.csv	pct_black_in_majority	numeric	continuous	4	0.0	66.3301627462518
labs/areal-units/data/ladder_state.csv	corr_child	numeric	continuous	4	0.0	0.0882042660967816
labs/areal-units/data/map_units.csv	lev	character	constant	1	0.0	b
labs/areal-units/data/map_units.csv	uid	integer	count	80	0.0	1
labs/areal-units/data/map_units.csv	part	integer	dichotomous	2	0.0	1
labs/areal-units/data/map_units.csv	x	numeric	continuous	157	0.0	1079
labs/areal-units/data/map_units.csv	y	numeric	continuous	202	0.0	1287.2
labs/areal-units/data/map_vals.csv	lev	character	constant	1	0.0	b
labs/areal-units/data/map_vals.csv	uid	integer	count	400	0.0	1
labs/areal-units/data/map_vals.csv	unit	integer	count	400	0.0	131210116322002
labs/areal-units/data/map_vals.csv	pop	integer	count	182	0.0	679
labs/areal-units/data/map_vals.csv	black	integer	count	132	0.0	58
labs/areal-units/data/map_vals.csv	share	numeric	continuous	322	0.0	8.54
labs/areal-units/data/map_vals.csv	fill	character	categorical	94	0.0	#E9EFF4
labs/areal-units/data/zoning_plan_geo.csv	plan	character	constant	1	0.0	fewest
labs/areal-units/data/zoning_plan_geo.csv	unit	integer	constant	1	0.0	1
labs/areal-units/data/zoning_plan_geo.csv	part	integer	constant	1	0.0	1
labs/areal-units/data/zoning_plan_geo.csv	x	numeric	continuous	143	0.0	1052
labs/areal-units/data/zoning_plan_geo.csv	y	numeric	continuous	234	0.0	1225.6
labs/areal-units/data/zoning_plan_units.csv	plan	character	categorical	4	0.0	fewest
labs/areal-units/data/zoning_plan_units.csv	family	character	dichotomous	2	0.0	strip
labs/areal-units/data/zoning_plan_units.csv	angle	integer	count	4	0.0	161
labs/areal-units/data/zoning_plan_units.csv	unit	integer	count	6	0.0	1
labs/areal-units/data/zoning_plan_units.csv	pop	integer	count	23	0.0	177848
labs/areal-units/data/zoning_plan_units.csv	black	integer	count	24	0.0	82443
labs/areal-units/data/zoning_plan_units.csv	share	numeric	continuous	24	0.0	46.36
labs/areal-units/data/zoning_plan_units.csv	bvap	numeric	continuous	24	0.0	44.77
labs/areal-units/data/zoning_plan_units.csv	pieces	integer	count	3	0.0	2
labs/areal-units/data/zoning_plan_units.csv	pct_largest	numeric	continuous	16	0.0	72.38
labs/areal-units/data/zoning_plan_units.csv	fill	character	categorical	17	0.0	#77AFD4
labs/areal-units/data/zoning_summary.csv	family	character	dichotomous	2	0.0	strip
labs/areal-units/data/zoning_summary.csv	angle	integer	count	180	0.0	0
labs/areal-units/data/zoning_summary.csv	n_majority	integer	count	5	0.0	2
labs/areal-units/data/zoning_summary.csv	n_majority_bvap	integer	count	5	0.0	2
labs/areal-units/data/zoning_summary.csv	min_share	numeric	continuous	266	0.0	13.728
labs/areal-units/data/zoning_summary.csv	max_share	numeric	continuous	356	0.0	89.287
labs/areal-units/data/zoning_summary.csv	spread	numeric	continuous	351	0.0	75.56
labs/areal-units/data/zoning_summary.csv	max_dev_pct	numeric	continuous	225	0.0	0.057
labs/areal-units/data/zoning_summary.csv	units_contig	integer	count	6	0.0	0
labs/areal-units/data/zoning_summary.csv	largest_piece_pct	numeric	continuous	234	0.0	69.38
labs/areal-units/data/zoning_sweep.csv	family	character	constant	1	0.0	strip
labs/areal-units/data/zoning_sweep.csv	angle	integer	count	67	0.0	0
labs/areal-units/data/zoning_sweep.csv	unit	integer	count	6	0.0	1
labs/areal-units/data/zoning_sweep.csv	pop	integer	count	292	0.0	177773
labs/areal-units/data/zoning_sweep.csv	black	integer	count	391	0.0	158729
labs/areal-units/data/zoning_sweep.csv	share	numeric	continuous	386	0.0	89.287
labs/areal-units/data/zoning_sweep.csv	bvap	numeric	continuous	384	0.0	88.637
labs/bisg-check/data/houston_blocks.csv	GEOID20	integer	code	400	0.0	131530201061000
labs/bisg-check/data/houston_blocks.csv	white	integer	count	101	0.0	0
labs/bisg-check/data/houston_blocks.csv	black	integer	count	90	0.0	0
labs/bisg-check/data/houston_blocks.csv	hispanic	integer	count	35	0.0	0
labs/bisg-check/data/houston_blocks.csv	asian	integer	count	21	0.0	0
labs/bisg-check/data/houston_blocks.csv	aian	integer	count	8	0.0	0
labs/bisg-check/data/houston_voters.csv	surname	character	categorical	161	0.0	AALTONEN
labs/bisg-check/data/houston_voters.csv	race	character	categorical	5	0.0	white
labs/bisg-check/data/houston_voters.csv	GEOID20	integer	code	247	0.0	131530211253020
labs/campaign-finance/data/fec_candidates_2024.csv	cand_id	character	identifier	400	0.0	H4AZ07043
labs/campaign-finance/data/fec_candidates_2024.csv	cand_name	character	categorical	397	0.0	GALLEGO, RUBEN
labs/campaign-finance/data/fec_candidates_2024.csv	office	character	constant	1	0.0	House
labs/campaign-finance/data/fec_candidates_2024.csv	office_st	character	categorical	46	0.0	AZ
labs/campaign-finance/data/fec_candidates_2024.csv	office_district	integer	code	43	0.0	03
labs/campaign-finance/data/fec_candidates_2024.csv	ici	character	categorical	3	0.2	I
labs/campaign-finance/data/fec_candidates_2024.csv	party	character	categorical	5	0.0	DEM
labs/campaign-finance/data/fec_candidates_2024.csv	ttl_receipts	numeric	continuous	395	0.0	64657199.96
labs/campaign-finance/data/fec_candidates_2024.csv	ttl_disb	numeric	continuous	395	0.0	65722622.25
labs/campaign-finance/data/fec_candidates_2024.csv	indiv_contrib	numeric	continuous	393	0.0	59385707.27
labs/campaign-finance/data/fec_candidates_2024.csv	pac_contrib	numeric	continuous	385	0.0	1784685.1
labs/campaign-finance/data/fec_candidates_2024.csv	party_contrib	numeric	continuous	109	0.0	75650
labs/campaign-finance/data/fec_candidates_2024.csv	self_funding	numeric	continuous	94	0.0	0
labs/campaign-finance/data/fec_candidates_2024.csv	cand_contrib	numeric	continuous	64	0.0	0
labs/campaign-finance/data/fec_candidates_2024.csv	cand_loans	numeric	continuous	63	0.0	0
labs/campaign-finance/data/fec_candidates_2024.csv	cash_on_hand	numeric	continuous	383	0.0	211152.7
labs/campaign-finance/data/fec_candidates_2024.csv	debts_owed_by	numeric	continuous	131	0.0	0
labs/campaign-finance/data/fec_candidates_2024.csv	trans_from_auth	numeric	continuous	314	0.0	2910010.25
labs/campaign-visits/data/ap_snapshots.csv	version	integer	dichotomous	2	0.0	50
labs/campaign-visits/data/ap_snapshots.csv	rows	integer	dichotomous	2	0.0	324
labs/campaign-visits/data/ap_snapshots.csv	last_event	date	date	2	0.0	2024-11-01
labs/campaign-visits/data/ap_snapshots.csv	states	integer	dichotomous	2	0.0	25
labs/campaign-visits/data/ap_snapshots.csv	rows_in_shared_window	integer	dichotomous	2	0.0	324
labs/campaign-visits/data/campaign_visits_2024.csv	date	date	date	131	0.0	2024-03-13
labs/campaign-visits/data/campaign_visits_2024.csv	city	character	categorical	177	0.0	Milwaukee
labs/campaign-visits/data/campaign_visits_2024.csv	county	character	categorical	123	0.0	Milwaukee
labs/campaign-visits/data/campaign_visits_2024.csv	state	character	categorical	26	0.0	Wisconsin
labs/campaign-visits/data/campaign_visits_2024.csv	postal	character	categorical	26	0.0	WI
labs/campaign-visits/data/campaign_visits_2024.csv	lat	numeric	continuous	178	0.0	43.0642
labs/campaign-visits/data/campaign_visits_2024.csv	long	numeric	continuous	178	0.0	-87.9673
labs/campaign-visits/data/campaign_visits_2024.csv	fips	integer	code	127	0.0	55079
labs/campaign-visits/data/campaign_visits_2024.csv	candidate	character	categorical	5	0.0	Biden
labs/campaign-visits/data/campaign_visits_2024.csv	event_type	character	dichotomous	2	0.0	Campaign
labs/campaign-visits/data/campaign_visits_2024.csv	notes	character	categorical	180	0.0	Roadway infrastructre improvements event
labs/campaign-visits/data/pres2024_states.csv	state	character	categorical	51	0.0	Alabama
labs/campaign-visits/data/pres2024_states.csv	abbrev	character	categorical	51	0.0	AL
labs/campaign-visits/data/pres2024_states.csv	ev	integer	count	20	0.0	9
labs/campaign-visits/data/pres2024_states.csv	harris	numeric	continuous	51	0.0	34.1
labs/campaign-visits/data/pres2024_states.csv	trump	numeric	continuous	51	0.0	64.57
labs/campaign-visits/data/pres2024_states.csv	other	numeric	continuous	9	0.0	0
labs/campaign-visits/data/pres2024_states.csv	winner	character	dichotomous	2	0.0	Trump
labs/campaign-visits/data/pres2024_states.csv	col	integer	count	11	0.0	7
labs/campaign-visits/data/pres2024_states.csv	row	integer	count	8	0.0	7
labs/campaign-visits/data/pres2024_states.csv	margin	numeric	continuous	51	0.0	30.47
labs/cast-vote-records/data/official_rounds.csv	round	character	categorical	3	0.0	Round 1
labs/cast-vote-records/data/official_rounds.csv	candidate	character	categorical	4	0.0	Begich, Nick
labs/cast-vote-records/data/official_rounds.csv	votes	integer	count	9	0.0	159777
labs/cast-vote-records/data/official_rounds.csv	pct	numeric	continuous	9	0.0	48.49
labs/cast-vote-records/data/official_transfers.csv	eliminated	character	dichotomous	2	0.0	Hafner, Eric
labs/cast-vote-records/data/official_transfers.csv	transferred_to	character	categorical	5	0.0	Begich, Nick
labs/cast-vote-records/data/official_transfers.csv	ballots	integer	count	9	0.0	267
labs/cast-vote-records/data/sequences.csv	ballots	integer	count	136	0.0	121602
labs/cast-vote-records/data/sequences.csv	rank1	character	categorical	6	0.2	Begich, Nick
labs/cast-vote-records/data/sequences.csv	rank2	character	categorical	6	1.8	Hafner, Eric
labs/cast-vote-records/data/sequences.csv	rank3	character	categorical	6	9.8	Howe, John Wayne
labs/cast-vote-records/data/sequences.csv	rank4	character	categorical	6	32.8	Begich, Nick
labs/cast-vote-records/data/sequences.csv	rank5	character	categorical	6	58.0	Begich, Nick
labs/census/data/pl94171_counties.csv	fips	integer	code	400	0.0	15001
labs/census/data/pl94171_counties.csv	county	character	categorical	352	0.0	Hawaii County
labs/census/data/pl94171_counties.csv	state	character	categorical	6	0.0	Hawaii
labs/census/data/pl94171_counties.csv	total	integer	count	399	0.0	200629
labs/census/data/pl94171_counties.csv	one_race	integer	count	399	0.0	141384
labs/census/data/pl94171_counties.csv	white	integer	count	400	0.0	67365
labs/census/data/pl94171_counties.csv	black	integer	count	377	0.0	1251
labs/census/data/pl94171_counties.csv	aian	integer	count	297	0.0	1027
labs/census/data/pl94171_counties.csv	asian	integer	count	305	0.0	39607
labs/census/data/pl94171_counties.csv	nhpi	integer	count	126	0.0	28096
labs/census/data/pl94171_counties.csv	other_race	integer	count	378	0.0	4038
labs/census/data/pl94171_counties.csv	two_or_more	integer	count	390	0.0	59245
labs/census/data/pl94171_counties.csv	hispanic	integer	count	392	0.0	22275
labs/census/data/pl94171_counties.csv	not_hispanic	integer	count	400	0.0	178354
labs/census/data/pl94171_counties.csv	nh_white	integer	count	398	0.0	64688
labs/census/data/pl94171_counties.csv	nh_black	integer	count	370	0.0	1159
labs/census/data/pl94171_counties.csv	nh_aian	integer	count	256	0.0	649
labs/census/data/pl94171_counties.csv	nh_asian	integer	count	299	0.0	38351
labs/census/data/pl94171_counties.csv	nh_nhpi	integer	count	119	0.0	26185
labs/census/data/pl94171_counties.csv	nh_other	integer	count	255	0.0	1000
labs/census/data/pl94171_counties.csv	nh_two	integer	count	368	0.0	46322
labs/census/data/pl94171_counties.csv	gq_total	integer	count	370	0.0	2728
labs/census/data/pl94171_counties.csv	gq_correctional	integer	count	281	0.0	514
labs/census/data/pl94171_counties.csv	gq_juvenile	integer	count	113	0.0	42
labs/census/data/pl94171_counties.csv	gq_nursing	integer	count	293	0.0	607
labs/census/data/pl94171_counties.csv	gq_college	integer	count	187	0.0	644
labs/census/data/pl94171_counties.csv	gq_military	integer	count	25	0.0	0
labs/census-api/data/api_geography.csv	level	integer	count	96	0.0	010
labs/census-api/data/api_geography.csv	name	character	categorical	49	0.0	us
labs/census-api/data/api_variables.csv	variable	character	categorical	338	0.0	AIANHH
labs/census-api/data/api_variables.csv	label	character	text	160	0.0	Geography
labs/census-api/data/api_variables.csv	concept	character	categorical	9	9.8	Census API Geography Specification
labs/census-geography/data/chain.csv	level	character	categorical	5	0.0	state
labs/census-geography/data/chain.csv	digits	integer	count	5	0.0	13
labs/census-geography/data/chain.csv	geoid	integer	code	5	0.0	13
labs/census-geography/data/chain.csv	lev	character	categorical	5	0.0	s
labs/census-geography/data/chain.csv	name	character	categorical	5	0.0	Georgia
labs/census-geography/data/chain.csv	id_digits	integer	identifier	5	0.0	2
labs/census-geography/data/chain.csv	uid	integer	count	4	0.0	1
labs/census-geography/data/facts.csv	name	character	categorical	23	0.0	county_name
labs/census-geography/data/facts.csv	value	character	categorical	21	0.0	Houston County, Georgia
labs/census-geography/data/facts.csv	note	character	categorical	23	0.0	the county mapped throughout
labs/census-geography/data/levels.csv	geography	character	categorical	7	0.0	county
labs/census-geography/data/levels.csv	count	integer	count	7	0.0	3222
labs/census-geography/data/levels.csv	id_length	integer	code	4	0.0	5
labs/census-geography/data/levels.csv	id_encodes	character	code	6	0.0	state(2) + county(3)
labs/census-geography/data/levels.csv	nests_into	character	categorical	4	0.0	state
labs/census-geography/data/levels.csv	median_sq_mi	numeric	continuous	7	0.0	604.48
labs/census-geography/data/map_ids.csv	lev	character	constant	1	0.0	b
labs/census-geography/data/map_ids.csv	uid	integer	count	400	0.0	1
labs/census-geography/data/map_ids.csv	geoid	integer	code	400	0.0	131530211142004
labs/census-geography/data/map_ids.csv	name	character	categorical	165	0.0	Block 2004
labs/census-geography/data/map_ids.csv	pop	integer	count	129	0.0	133
labs/census-geography/data/map_units.csv	lev	character	constant	1	0.0	s
labs/census-geography/data/map_units.csv	uid	integer	constant	1	0.0	1
labs/census-geography/data/map_units.csv	part	integer	constant	1	0.0	1
labs/census-geography/data/map_units.csv	x	numeric	continuous	394	0.0	-128.67
labs/census-geography/data/map_units.csv	y	numeric	continuous	398	0.0	47.55
labs/census-geography/data/nesting.csv	test	character	categorical	4	0.0	tract GEOID[:5] is a real county
labs/census-geography/data/nesting.csv	result	character	dichotomous	2	0.0	True
labs/census-geography/data/nesting.csv	n_pass	integer	dichotomous	2	50.0	85396
labs/census-geography/data/nesting.csv	n_total	integer	dichotomous	2	50.0	85396
labs/census-geography/data/splits.csv	overlay	character	categorical	3	0.0	block group
labs/census-geography/data/splits.csv	role	character	dichotomous	2	0.0	on the spine
labs/census-geography/data/splits.csv	units	integer	count	3	0.0	108
labs/census-geography/data/splits.csv	tracts_total	integer	constant	1	0.0	38
labs/census-geography/data/splits.csv	tracts_split	integer	count	3	0.0	0
labs/census-geography/data/splits.csv	source	character	categorical	3	0.0	TIGER/Line block land area, aggregated b
labs/census-geography/data/splits.csv	pct_split	integer	count	3	0.0	0
labs/census-geography/data/tract_split.csv	geoid	integer	code	38	0.0	13153021108
labs/census-geography/data/tract_split.csv	uid	integer	count	38	0.0	1
labs/census-geography/data/tract_split.csv	split_bg	integer	constant	1	0.0	0
labs/census-geography/data/tract_split.csv	split_place	integer	dichotomous	2	0.0	1
labs/census-geography/data/tract_split.csv	split_zcta	integer	code	2	0.0	1
labs/census-source/data/acs.csv	quantity	character	categorical	6	0.0	Published state-to-state flows
labs/census-source/data/acs.csv	value	numeric	continuous	6	0.0	2652
labs/census-source/data/acs.csv	unit	character	categorical	3	0.0	count
labs/census-source/data/consistency.csv	check	character	categorical	4	0.0	Blocks where voting-age population excee
labs/census-source/data/consistency.csv	violations	integer	constant	1	0.0	0
labs/census-source/data/consistency.csv	of	integer	constant	1	0.0	232717
labs/census-source/data/granularity.csv	quantity	character	categorical	8	0.0	Blocks in Georgia
labs/census-source/data/granularity.csv	value	numeric	continuous	8	0.0	232717
labs/census-source/data/granularity.csv	unit	character	dichotomous	2	0.0	count
labs/census-source/data/instruments.csv	question	character	categorical	6	0.0	How many people live on this block?
labs/census-source/data/instruments.csv	decennial	character	categorical	6	0.0	Yes -- this is the one thing only it can
labs/census-source/data/instruments.csv	acs	character	categorical	6	0.0	No -- the sample is far too thin
labs/census-source/data/instruments.csv	estimates	character	categorical	4	0.0	No
labs/census-source/data/populations.csv	population	character	categorical	3	0.0	Resident population, 2020 census
labs/census-source/data/populations.csv	value	integer	count	3	0.0	10711908
labs/census-source/data/populations.csv	what_it_is_for	character	categorical	3	0.0	Redistricting, funding formulas, every r
labs/ces-class/data/ces2024_benchmarks.csv	variable	character	categorical	7	0.0	gender4
labs/ces-class/data/ces2024_benchmarks.csv	code	integer	code	8	0.0	1
labs/ces-class/data/ces2024_benchmarks.csv	category	character	categorical	37	0.0	Man
labs/ces-class/data/ces2024_benchmarks.csv	n	integer	count	39	0.0	27454
labs/ces-class/data/ces2024_benchmarks.csv	pct_unweighted	numeric	continuous	37	0.0	45.8
labs/ces-class/data/ces2024_benchmarks.csv	pct_weighted	numeric	continuous	37	0.0	48.4
labs/ces-class/data/class_responses_EXAMPLE.csv	variable	character	categorical	7	0.0	gender4
labs/ces-class/data/class_responses_EXAMPLE.csv	code	integer	code	8	0.0	2
labs/county-returns/data/crosscheck_ap_2024.csv	state_postal	character	categorical	51	0.0	AK
labs/county-returns/data/crosscheck_ap_2024.csv	fips_state	integer	code	51	0.0	02
labs/county-returns/data/crosscheck_ap_2024.csv	votes_dem	integer	count	51	0.0	140026
labs/county-returns/data/crosscheck_ap_2024.csv	votes_gop	integer	count	51	0.0	184458
labs/county-returns/data/crosscheck_ap_2024.csv	total_votes	integer	count	51	0.0	338177
labs/county-returns/data/crosscheck_ap_2024.csv	certified	character	dichotomous	2	0.0	True
labs/county-returns/data/crosscheck_ap_2024.csv	provider	character	constant	1	0.0	ap
labs/county-returns/data/crosscheck_ap_counties_2024.csv	state_postal	character	categorical	10	0.0	AL
labs/county-returns/data/crosscheck_ap_counties_2024.csv	county_fips	integer	code	400	0.0	01073
labs/county-returns/data/crosscheck_ap_counties_2024.csv	county_name	character	categorical	337	0.0	Jefferson
labs/county-returns/data/crosscheck_ap_counties_2024.csv	votes_dem	integer	count	393	0.0	162112
labs/county-returns/data/crosscheck_ap_counties_2024.csv	votes_gop	integer	count	398	0.0	131123
labs/county-returns/data/crosscheck_ap_counties_2024.csv	total_votes	integer	count	399	0.0	296741
labs/county-returns/data/crosscheck_ap_counties_2024.csv	level	character	constant	1	0.0	county
labs/county-returns/data/provenance.csv	state	character	categorical	16	0.0	Alabama
labs/county-returns/data/provenance.csv	year	integer	dichotomous	2	0.0	2020
labs/county-returns/data/provenance.csv	url	character	text	34	0.0	https://www.sos.alabama.gov/sites/defaul
labs/county-returns/data/provenance.csv	fetched_on	character	constant	1	0.0	2026-08-12
labs/county-returns/data/provenance.csv	format	character	categorical	8	0.0	xls
labs/county-returns/data/provenance.csv	rows	integer	count	14	0.0	67
labs/county-returns/data/provenance.csv	certified	character	constant	1	0.0	yes
labs/county-returns/data/provenance.csv	notes	character	text	29	0.0	"One .xls per county inside the SoS ""Gene"
labs/county-returns/data/states/AK_2020.csv	state_name	character	constant	1	0.0	Alaska
labs/county-returns/data/states/AK_2020.csv	county_fips	integer	code	41	0.0	02001
labs/county-returns/data/states/AK_2020.csv	county_name	character	categorical	41	0.0	District 1
labs/county-returns/data/states/AK_2020.csv	votes_dem	integer	count	41	0.0	3477
labs/county-returns/data/states/AK_2020.csv	votes_gop	integer	count	41	0.0	3511
labs/county-returns/data/states/AK_2020.csv	total_votes	integer	count	41	0.0	7360
labs/county-returns/data/states/AK_2024.csv	state_name	character	constant	1	0.0	Alaska
labs/county-returns/data/states/AK_2024.csv	county_fips	integer	code	41	0.0	02001
labs/county-returns/data/states/AK_2024.csv	county_name	character	categorical	41	0.0	District 1
labs/county-returns/data/states/AK_2024.csv	votes_dem	integer	count	41	0.0	3367
labs/county-returns/data/states/AK_2024.csv	votes_gop	integer	count	41	0.0	4861
labs/county-returns/data/states/AK_2024.csv	total_votes	integer	count	41	0.0	8584
labs/county-returns/data/states/AL_2020.csv	state_name	character	constant	1	0.0	Alabama
labs/county-returns/data/states/AL_2020.csv	county_fips	integer	code	67	0.0	01001
